Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland
4.43,625.5144,9,11.0625,85,1,38,13,4,1,16.2652142797778,0,0,0,0,0,0,0,0,0,0,1
47.37,3380.58,18,36468.0557,241,0,23,12,1,2,23.5176454656456,0,0,0,0,0,0,0,0,1,0,0
8.0,7302.672,30,37986.0157,615,1,36,11,4,2,2.65352704727133,0,0,0,0,0,0,0,0,1,0,0
3.67,4943.0496,0,2622796.203,62,0,34,10,6,1,37.0709762306891,0,0,1,0,0,0,0,0,0,0,0
39.23,6110.148,7,390166.9218,420,0,1,12,1,2,33.1449162380287,0,0,0,0,1,0,0,0,0,0,0
37.33,5395.08,243,150471.0674,110,1,24,11,4,4,3.4806539971084396,0,0,0,0,0,0,1,0,0,0,0
113.93,370.7304,24,893.3828,3,1,66,14,8,1,10.381641966447699,0,0,1,0,0,0,0,0,0,0,0
19.23,3566.5128,0,78694.167,262,0,55,11,3,2,39.3465860188869,0,0,0,0,0,0,1,0,0,0,0
34.93,5459.88,14,54.04,786,0,65,13,12,6,93.0981857997769,0,0,0,0,0,0,0,0,0,0,1
5.23,6187.2648,58,3274262.34,139,1,39,12,4,4,23.9546774727186,0,0,0,1,0,0,0,0,0,0,0
138.57,4071.7488,5,11958959.19,44,0,21,11,3,1,29.602351342291797,0,0,0,0,0,1,0,0,0,0,0
28.53,6595.7784,3,117901.6543,288,0,41,12,4,1,47.708730306130704,0,0,0,0,0,0,0,0,1,0,0
6.8,559.56,17,15207.4532,6,1,19,14,3,1,30.8046901114034,0,0,0,0,0,0,1,0,0,0,0
4.53,2325.9408,15,101347.7236,25,0,19,14,5,1,22.7232115133145,0,0,0,0,0,1,0,0,0,0,0
3.7,286.86,26,453.0557,3,1,48,11,3,1,21.6559200869458,0,0,0,0,0,0,0,0,1,0,0
65.4,1106.4624,1,209621.2959,6,1,34,15,7,1,29.5445531129659,0,0,0,0,0,0,0,0,1,0,0
3.73,2510.5584,0,2779944.0,43,0,94,14,3,2,35.0877773998438,0,0,1,0,0,0,0,0,0,0,0
87.4,92.772,0,28.6494,12,0,69,13,3,4,33.9896677102561,0,0,1,0,0,0,0,0,0,0,0
49.23,1244.7648,29,17646.5743,528,1,46,13,2,1,16.6363797952113,0,0,0,0,0,0,0,0,0,0,0
118.7,5770.9272,58,435237.2461,61,0,42,12,1,1,34.4931963552287,0,1,0,0,0,0,0,0,0,0,0
23.83,3601.08,3,1026631.681,221,0,33,11,4,3,31.131362263636397,0,0,0,0,0,1,0,0,0,0,0
30.53,750.1728,10,1.6064,49,1,77,12,12,1,8.54901912985443,0,0,0,0,0,0,0,0,0,0,1
31.23,1032.6,32,182.8115,19,0,63,13,4,12,42.7845636077163,0,0,1,0,0,0,0,0,0,0,0
38.13,1746.18,18,26.0684,46,0,24,13,4,1,-17.660364331712803,0,0,0,0,0,0,0,0,0,1,0
27.77,5515.68,38,285931.5283,408,1,42,10,4,1,34.7086024246807,0,0,0,0,1,0,0,0,0,0,0
9.13,7293.18,75,4970152.598,72,1,24,12,2,2,12.0607065399559,0,0,1,0,0,0,0,0,0,0,0
52.33,2318.5848,12,49.6992,300,0,52,14,6,1,24.4280513351273,0,0,0,0,0,0,0,0,0,0,1
11.6,1212.0384,98,5577.5479,25,1,72,5,5,1,24.7878114614742,0,0,1,0,0,0,0,0,0,0,0
20.5,988.44,49,535548.8135,15,1,23,13,5,1,29.5142231210389,0,0,0,0,0,0,0,0,0,0,1
8.87,6199.8,28,267228.8955,136,1,33,14,8,1,38.1226578572336,0,0,0,0,0,0,1,0,0,0,0
26.77,429.684,16,2583.5283,2,1,24,12,1,1,46.1137481291042,0,0,0,0,0,0,0,0,0,0,1
158.07,9966.8952,58,4307.1953,216,1,43,11,12,1,57.100826551896894,0,0,0,0,0,0,0,0,0,0,1
62.23,6095.16,136,3707693.869,74,0,35,16,4,1,33.9721797486906,1,0,0,0,0,0,0,0,0,0,0
4.6,6578.5344,665,2378915.897,30,0,55,14,4,2,25.9629458126551,0,0,1,0,0,0,0,0,0,0,0
109.3,5505.54,0,1846070.15,1073,0,34,13,6,1,32.922618552291304,0,0,1,0,0,0,0,0,0,0,0
65.8,2455.5648,1,79.1602,99,0,56,14,5,1,28.455480203917,0,0,0,0,0,0,0,0,0,0,1
72.67,5299.02,0,24901.0264,712,0,28,10,3,2,40.803639355638204,0,0,0,0,0,0,0,0,0,0,1
15.17,5852.772,29,424396.3096,507,1,37,13,9,1,21.901678759407,0,0,0,0,0,0,0,0,0,0,1
128.0,7322.88,0,30812.7959,1256,0,35,15,6,1,20.324180294491,0,0,0,0,0,0,0,1,0,0,0
58.07,1067.7336,33,4096.9658,24,1,79,12,7,1,34.0591753327943,1,0,0,0,0,0,0,0,0,0,0
51.93,6214.6224,9,1454622.967,716,0,47,8,1,10,19.581295804089198,0,0,0,0,0,0,0,0,0,0,1
12.3,3942.36,21,1801790.789,153,0,30,9,1,1,40.7176117614987,0,0,0,0,0,0,0,0,0,0,1
41.6,7390.56,69,23.7227,95,1,21,11,6,1,14.753787551564901,0,0,0,0,0,1,0,0,0,0,0
4.17,2114.82,81,22.4756,30,0,63,16,4,1,51.852960865629996,0,0,0,0,1,0,0,0,0,0,0
138.33,2842.8,4,8299015.549,132,0,74,10,4,2,47.9307465447445,0,0,0,0,0,0,0,0,0,1,0
6.67,924.66,27,8.5322,92,1,56,14,3,2,40.6005937041061,0,0,0,0,0,0,1,0,0,0,0
3.3,146.8104,2,87.3818,1,1,33,11,3,1,16.3363540589259,0,0,0,0,0,0,0,0,1,0,0
4.13,244.86,0,9123.917,15,1,54,9,5,1,39.8380951107625,0,0,0,0,0,0,0,0,0,1,0
162.47,6868.8,18,288638.6953,460,0,72,11,4,1,12.829516909206701,0,0,0,0,0,0,0,0,1,0,0
24.37,7132.7832,0,11099077.72,23,0,75,17,4,6,40.043694678691104,0,0,1,0,0,0,0,0,0,0,0
5.47,4852.08,113,16732.7481,176,0,54,14,4,5,32.6224488286632,0,0,1,0,0,0,0,0,0,0,0
114.57,5578.9464,12,717.7168,477,0,45,8,4,2,34.0601708232337,0,0,0,0,0,0,0,0,0,0,0
37.63,3795.9,0,900906.9424,11,0,23,12,6,1,42.3670820878814,0,0,0,0,0,0,0,0,1,0,0
51.1,612.612,2,0.1016,168,0,51,14,12,2,10.5765329730678,0,0,0,0,0,1,0,0,0,0,0
71.07,1996.8,5,7639898.5879999995,30,0,72,14,3,3,48.3534696693754,0,0,0,0,0,1,0,0,0,0,0
62.57,7866.42,45,50528.8896,256,1,88,13,6,1,34.4462931757937,0,0,1,0,0,0,0,0,0,0,0
3.13,349.68,0,11353.8008,11,0,90,10,3,4,55.877040875495794,0,0,0,0,0,0,0,1,0,0,0
49.8,6905.5608,16,990555.9746,571,0,37,11,1,1,39.5071742727024,0,0,0,0,0,1,0,0,0,0,0
11.57,1813.6488,13,156889.3486,23,0,40,9,5,7,52.26611085658399,0,0,0,0,0,1,0,0,0,0,0
98.1,338.64,15,360.6484,1,1,59,11,4,1,20.1584865136173,0,0,0,0,0,0,0,0,0,0,1
3.47,7851.24,305,776938.2256,132,1,23,9,3,2,-10.4974797428522,0,0,0,0,0,0,1,0,0,0,0
66.97,6501.6216,6,1874757.0890000002,146,1,60,13,7,4,8.66801405438191,0,0,0,0,0,0,0,0,0,0,1
154.33,5683.871999999999,79,876375.288,41,0,31,14,3,2,23.193730663165102,0,0,0,0,0,0,0,0,0,0,1
56.87,948.096,48,98.5938,22,1,33,10,6,1,68.15610036380261,0,0,0,0,0,0,0,0,0,0,1
76.4,233.832,19,422.5977,4,1,42,10,4,1,5.845728289315179,0,0,0,1,0,0,0,0,0,0,0
40.23,123.336,5,71.0518,2,1,32,14,5,1,20.7957093916621,0,0,0,0,0,0,0,0,0,0,1
76.8,21666.96,49,10300976.04,1152,0,29,11,1,6,30.737842905392604,0,0,0,0,0,0,0,0,0,0,1
65.8,6285.3,8,4177100.395,16,0,63,11,5,2,36.8423004209126,0,0,0,0,0,0,1,0,0,0,0
3.57,629.46,30,669.2129,27,1,50,12,4,1,33.5336156914308,0,0,0,0,0,0,1,0,0,0,0
76.67,7218.972,23,3194449.683,725,0,19,13,2,3,12.2793688034468,0,0,0,0,0,0,0,0,0,0,0
128.33,1350.5496,34,202.6494,51,1,76,8,2,1,41.097541415392,0,0,0,0,0,0,1,0,0,0,0
36.73,6295.1424,29,905747.2099,781,0,27,12,6,2,14.4348655858784,0,0,0,1,0,0,0,0,0,0,0
3.87,135.48,7,7.0996,1,1,49,16,3,2,26.8187482790943,0,0,0,0,0,0,0,0,0,0,1
18.83,5333.2464,19,179826.9209,478,1,22,9,3,1,6.88917019182605,0,0,0,0,0,1,0,0,0,0,0
74.83,16570.8,27,1276707.515,76,1,50,14,4,1,9.76972302908401,0,0,0,0,0,0,0,1,0,0,0
46.37,204.204,4,1579.3291,7,1,41,10,7,1,26.8559449502821,0,0,1,0,0,0,0,0,0,0,0
181.7,1048.62,29,72.1592,23,0,40,13,2,2,24.700151275412196,0,0,0,0,0,0,0,0,0,0,1
19.9,4583.52,89,314353.6328,82,0,86,12,5,1,33.4544863476266,0,0,0,0,0,0,0,0,0,0,1
15.33,336.36,33,337.5703,4,1,36,10,4,1,31.455751243208,0,0,1,0,0,0,0,0,0,0,0
5.03,7149.24,23,48385.6914,662,0,30,10,5,2,24.2340953796167,0,0,0,0,0,0,0,0,0,0,1
19.8,31326.9,20,694552.8369,424,1,22,12,4,1,33.5604305954047,0,0,1,0,0,0,0,0,0,0,0
120.37,6493.5,56,1242062.572,97,1,58,12,1,2,19.709077977102602,0,0,1,0,0,0,0,0,0,0,0
4.9,7203.432,0,4512623.857,42,0,77,12,4,1,32.3034778609736,0,0,0,0,0,0,0,0,0,0,1
76.57,993.18,8,157266.4355,11,1,36,12,4,2,6.7465312918504,0,0,0,0,0,0,0,0,0,1,0
126.97,5400.18,6,435275.586,93,0,33,12,2,1,3.80886687014223,0,0,0,0,0,0,1,0,0,0,0
138.53,4800.9,20,266728.0674,415,1,21,10,2,1,17.0751086782935,0,0,0,0,0,0,0,0,0,0,1
71.47,1159.3319999999999,18,3.3867,14,1,79,13,3,1,29.691717626579102,0,0,0,0,0,0,0,0,1,0,0
32.9,23085.0,156,370332.6133,544,1,43,11,6,1,6.04066943789202,0,0,1,0,0,0,0,0,0,0,0
3.83,5764.116,0,1349121.636,689,0,49,10,3,6,18.8032776623018,0,0,0,0,0,0,0,0,1,0,0
52.5,7990.3632,5,4582887.011,58,1,36,18,3,1,8.35276248547928,0,0,0,0,0,0,1,0,0,0,0
4.07,1091.208,2,240273.6006,19,1,49,13,4,2,33.9205256060371,0,1,0,0,0,0,0,0,0,0,0
4.8,6429.491999999999,10,5393514.878,19,0,34,16,3,1,55.4449302666778,0,0,0,0,0,0,0,0,0,0,0
110.63,616.188,24,245.5137,5,1,86,10,1,1,14.7691542239781,0,0,0,0,0,0,0,0,1,0,0
61.2,246.48,12,72.835,12,1,78,14,1,1,52.7473667001062,0,0,0,0,0,0,0,0,0,1,0
20.33,4408.188,49,937.6318,581,0,67,13,5,2,28.705678615278302,0,0,0,0,0,0,0,0,1,0,0
154.63,6197.16,10,133045.291,159,1,24,13,8,3,14.335786955576,0,0,0,0,0,1,0,0,0,0,0
30.7,2869.92,4,2695601.849,11,0,55,9,3,1,53.09473201721539,0,0,0,0,0,0,0,1,0,0,0
120.7,7411.74,45,857.1758,561,0,64,7,5,2,32.2262235565125,0,0,0,0,0,0,0,1,0,0,0
75.37,435.69599999999997,14,58.3242,8,1,40,13,12,1,29.2250580474258,0,0,0,0,0,0,0,0,1,0,0
18.6,177.2784,7,19.1533,4,1,21,12,3,1,56.559159408480795,0,0,0,0,0,0,0,0,0,0,1
94.93,5046.66,29,3094742.5919999997,633,1,36,12,3,1,31.489383594604696,0,0,0,0,0,0,0,0,1,0,0
50.87,6094.8,63,6402748.932,175,0,78,11,4,2,23.4128354365702,0,0,0,0,0,1,0,0,0,0,0
106.03,5350.14,2,946378.5332,293,0,28,15,4,1,32.4043721198885,0,0,1,0,0,0,0,0,0,0,0
42.4,11595.6,76,186187.7725,220,1,71,10,5,1,46.822459753556004,0,0,0,0,0,1,0,0,0,0,0
132.07,1701.408,0,7992730.517999999,9,0,81,12,1,7,40.2879546884199,0,0,0,0,0,0,1,0,0,0,0
141.27,5521.14,18,647703.8994,1206,0,29,14,7,2,30.154509234786,0,0,0,0,0,1,0,0,0,0,0
59.7,7610.7024,4,898.5488,939,1,42,8,6,18,24.2279039379506,0,0,0,0,1,0,0,0,0,0,0
104.63,513.3024,14,29133.0557,15,1,36,13,12,1,16.9641057440682,0,0,0,0,0,0,1,0,0,0,0
3.1,80.82,0,2788.1631,3,1,47,12,4,1,35.0638019258167,0,0,0,0,0,0,0,0,0,0,1
3.33,3086.8104,0,91824.9209,141,0,72,11,2,1,38.2151552921871,0,0,0,0,0,0,0,1,0,0,0
20.6,8173.8,17,537425.1895,395,1,22,10,6,1,16.4670677092711,0,0,0,0,0,0,0,0,0,0,1
23.27,1183.9560000000001,0,85248.3574,8,0,98,14,4,4,20.6481903181245,0,0,0,0,0,0,1,0,0,0,0
106.53,3044.9784,14,353274.6308,23,0,30,10,6,2,64.55868360393029,0,1,0,0,0,0,0,0,0,0,0
25.2,7220.52,20,1218569.857,112,0,71,10,12,7,31.598039023274303,0,0,0,0,0,1,0,0,0,0,0
72.3,2372.22,30,22353.417999999998,37,0,71,11,2,1,52.21405513551579,0,0,0,0,0,1,0,0,0,0,0
26.73,4430.712,22,13574188.58,190,0,23,13,2,1,37.934508822979204,0,0,0,0,0,0,0,0,0,0,0
99.53,3171.9168,2,1473082.523,182,0,66,10,5,3,59.075920215128605,0,0,1,0,0,0,0,0,0,0,0
3.57,797.472,0,1363375.378,16,1,30,11,6,1,-0.6944127222665172,1,0,0,0,0,0,0,0,0,0,0
71.9,9477.42,110,11968.4521,259,1,89,11,2,1,36.820831195349605,0,0,0,1,0,0,0,0,0,0,0
48.53,1049.688,33,0.9395,51,1,48,12,4,2,24.8238342253381,0,1,0,0,0,0,0,0,0,0,0
4.1,460.284,0,1.4951,14,0,42,16,6,2,33.292264301340396,0,0,0,0,0,0,1,0,0,0,0
3.57,771.06,6,47800.1602,17,1,24,11,2,2,9.58262547458847,0,0,0,0,0,0,0,0,0,0,1
12.37,80.41199999999999,0,29283.8877,22,1,22,14,6,1,21.8843068268296,0,0,0,0,0,0,1,0,0,0,0
50.0,6318.3528,59,17.998,122,0,23,11,3,1,66.5454539580992,0,0,0,0,1,0,0,0,0,0,0
59.0,6195.9,0,5080.3379,482,0,78,12,5,1,33.418557989200394,0,0,1,0,0,0,0,0,0,0,0
51.4,14508.72,56,0.1484,954,1,86,9,4,1,27.5659047887569,0,0,0,0,1,0,0,0,0,0,0
65.57,324.6,9,18.3936,70,1,25,11,5,1,19.065049069266898,0,0,0,0,0,1,0,0,0,0,0
4.07,4065.36,25,303483.6201,242,0,60,9,2,1,39.638877886993704,0,0,0,0,0,0,1,0,0,0,0
6.17,7364.94,12,837078.6035,339,0,88,10,3,1,55.9684546842861,0,0,0,0,0,0,1,0,0,0,0
29.07,2331.1752,9,272055.3193,9,0,55,13,4,1,43.3995160430127,0,0,1,0,0,0,0,0,0,0,0
137.87,10904.64,49,537414.0283,352,1,52,11,9,3,11.8815944966462,0,0,0,0,0,1,0,0,0,0,0
92.47,3915.78,4,2166006.274,526,0,60,9,3,1,17.6068939488914,0,0,0,0,0,1,0,0,0,0,0
15.87,4681.62,132,247180.4541,197,1,49,13,5,1,20.342079444681698,0,0,0,0,0,1,0,0,0,0,0
55.13,3098.1240000000003,41,4175.2608,92,0,53,12,6,1,29.853488585662397,0,0,0,0,0,0,0,0,0,0,0
49.6,8426.0664,45,1209653.019,178,1,64,11,5,1,-9.466735167876411,0,0,0,0,0,0,0,0,0,0,1
8.1,703.632,0,12.7539,36,1,84,8,5,1,21.806057902687503,0,0,0,0,0,0,1,0,0,0,0
94.87,201.804,14,4181.1016,5,1,32,11,3,1,6.900229939500361,0,0,1,0,0,0,0,0,0,0,0
17.5,1020.24,31,77788.87400000001,82,1,75,11,5,7,14.8998408360552,0,0,0,0,0,0,0,0,0,0,1
61.07,4183.1304,26,540150.3252,276,1,48,10,3,10,7.907457371839429,0,0,0,0,0,1,0,0,0,0,0
172.7,6205.74,2,1354.7891,15,0,31,12,4,2,41.0768470876585,0,0,0,0,0,0,0,0,0,0,1
72.07,889.0319999999999,8,668938.834,15,1,33,14,6,1,33.3096487941849,0,0,0,0,0,0,0,0,0,0,1
4.23,5045.712,60,465585.9326,190,0,42,11,5,2,38.09755784993779,0,0,0,0,0,0,0,0,0,1,0
40.3,4195.26,0,2868393.475,60,0,87,10,1,1,17.755863096733197,0,0,0,0,0,1,0,0,0,0,0
6.4,2878.32,0,12.8662,102,0,22,6,6,7,16.7981899042082,0,0,0,0,0,0,1,0,0,0,0
86.27,4966.5,18,488987.1231,21,0,30,13,4,2,10.9371368561804,0,0,0,0,0,0,0,0,0,0,0
62.87,416.64,12,33794.6855,4,1,19,10,3,1,31.765443056577503,0,0,0,0,1,0,0,0,0,0,0
39.97,1178.6376,4,85971.0928,231,0,91,13,12,1,35.114427084541695,0,0,0,0,0,0,1,0,0,0,0
13.3,457.668,33,36991.4678,14,1,25,14,6,1,29.7620293897371,0,0,0,0,0,0,0,0,0,0,1
116.53,6965.58,121,71.9365,200,1,58,7,2,2,11.332072139044199,0,0,0,0,0,0,0,1,0,0,0
8.63,7621.512,4,1653474.82,163,0,25,12,2,2,22.605168098336602,0,0,0,0,0,1,0,0,0,0,0
177.8,5252.4,0,52633.2686,1460,0,22,12,5,1,6.905020406560191,0,0,0,0,0,0,0,0,0,0,1
56.0,104.352,0,568.8701,1,0,85,14,3,2,39.3226977786846,0,0,0,0,0,1,0,0,0,0,0
21.43,4325.664000000001,137,2423.5811,141,1,70,9,3,1,-11.2272567672295,0,0,0,0,0,1,0,0,0,0,0
23.93,362.4624,21,34.6455,14,1,69,13,4,1,48.126131611973705,0,0,0,0,0,0,0,0,0,0,1
5.17,2820.54,7,1346.6514,11,0,60,12,2,1,18.9902408928547,0,0,0,0,0,0,1,0,0,0,0
6.4,513.1224,10,68.7998,12,1,31,13,5,1,40.8751892075857,0,0,0,0,0,0,0,0,0,0,1
5.17,9135.684000000001,348,5.0078,290,1,52,11,3,1,47.9452386130052,0,0,0,0,0,0,1,0,0,0,0
3.93,3483.48,38,328089.8887,105,0,47,10,5,4,36.6729861493126,0,0,1,0,0,0,0,0,0,0,0
33.8,1905.7079999999999,12,1759.0693,333,0,84,12,2,1,3.0363068757532297,0,0,0,0,0,1,0,0,0,0,0
49.73,6371.088000000001,15,77210.292,430,0,40,14,6,2,20.6400430012432,0,0,0,0,0,0,1,0,0,0,0
87.27,397.7448,24,373.5928,10,1,47,13,5,1,-4.27444974264694,0,0,0,0,0,0,1,0,0,0,0
61.4,5204.592000000001,43,66744.50099999999,127,1,79,15,4,1,1.54327441046803,0,0,0,0,0,0,1,0,0,0,0
35.2,22480.908,0,14007530.84,1320,0,29,9,5,1,25.764142156339602,0,0,0,0,0,0,0,0,0,0,1
75.93,3252.9120000000003,6,1.7324,93,0,27,15,6,4,48.3090864351943,0,0,0,0,0,0,0,0,1,0,0
128.03,5396.34,0,1139263.481,138,1,89,15,5,1,12.7658694567396,1,0,0,0,0,0,0,0,0,0,0
16.17,288.3984,21,1061014.0359999998,4,1,32,12,6,1,10.877791501036999,0,0,0,0,0,1,0,0,0,0,0
31.93,21647.052000000003,7,779097.3349,1575,0,22,11,2,4,7.747549436757111,0,0,0,0,1,0,0,0,0,0,0
111.5,18784.188000000002,55,5136.5693,587,1,67,14,4,1,4.46838185837625,0,0,0,0,0,0,0,1,0,0,0
23.87,4167.6,5,448485.78799999994,57,0,24,8,6,1,28.306722353029297,0,0,0,0,0,0,0,0,0,0,1
7.7,4233.8304,18,832.5762,367,1,61,11,4,1,5.93424667184774,0,0,0,0,0,0,0,0,0,0,1
50.07,561.996,1,3851397.811,8,1,18,9,4,1,9.944286410726939,0,0,0,0,0,0,0,0,0,0,1
109.93,3817.92,0,29623.6973,35,0,58,11,3,13,61.0880127863058,0,0,0,1,0,0,0,0,0,0,0
69.43,4079.82,14,460147.3272,292,0,54,11,3,2,51.8007204811434,0,0,1,0,0,0,0,0,0,0,0
-0.17,5142.6048,63,1565901.139,204,1,54,14,5,1,11.1493502745048,0,0,1,0,0,0,0,0,0,0,0
28.63,7055.7696,4,30024.7451,398,0,43,12,3,1,57.4085582214373,0,0,0,0,0,0,1,0,0,0,0
4.03,415.24800000000005,12,939.7178,18,1,79,15,4,1,17.3701448283502,0,0,0,0,0,1,0,0,0,0,0
52.43,1256.3496,48,88303.875,36,1,55,10,6,1,43.1194486297667,0,0,0,0,0,0,0,1,0,0,0
31.93,498.9,0,383647.7041,3,1,53,13,5,1,21.595106888098197,0,0,0,0,0,0,0,1,0,0,0
11.4,6652.031999999999,65,4292568.15,100,1,87,18,4,2,8.1870222666506,0,0,0,1,0,0,0,0,0,0,0
5.1,15001.5984,87,167937.0596,279,1,21,14,5,3,11.5630974619186,0,0,0,0,0,0,0,0,0,0,1
4.63,3327.0696,23,17472136.53,31,0,56,12,5,1,37.6990909691704,0,0,0,0,0,0,1,0,0,0,0
19.23,4994.88,97,4214737.323,3,0,94,13,5,1,34.457356070316,0,0,0,0,0,0,0,1,0,0,0
49.57,7529.1624,90,4491.7324,921,0,27,9,5,4,16.666780345727197,0,0,0,0,0,0,0,0,0,0,1
4.73,13034.88,59,20080.9482,562,1,55,14,3,1,25.8915793043001,0,0,0,0,0,0,1,0,0,0,0
38.53,6533.46,19,1228343.697,123,1,73,12,5,4,37.0548596793351,0,0,0,0,0,0,0,0,0,0,1
4.17,4444.98,108,217706.7119,103,0,24,14,3,1,41.448263595928296,0,0,0,0,0,0,0,0,0,0,1
88.43,10453.7304,11,4675271.904,220,1,95,7,3,2,29.4361075942031,0,0,0,0,0,0,0,0,0,0,1
48.7,700.248,43,21.0059,16,1,68,9,4,1,18.7481046640698,0,0,1,0,0,0,0,0,0,0,0
49.2,2412.7224,0,1835788.7019999998,4,0,48,10,1,2,26.035379910672802,0,0,0,0,0,0,1,0,0,0,0
7.43,5676.096,7,37142039.56,79,0,48,15,2,2,39.7675452025874,0,0,0,0,0,1,0,0,0,0,0
8.1,556.212,10,745.7207,2,1,73,11,4,1,-1.9171093538078303,0,0,0,0,0,1,0,0,0,0,0
49.57,2797.2048,0,13.9531,468,0,38,11,4,1,26.2362351492528,0,0,1,0,0,0,0,0,0,0,0
6.1,2136.696,7,59.1719,84,0,58,14,4,16,20.630216980285898,0,0,0,0,0,0,1,0,0,0,0
74.57,253.26,5,9426.9219,3,1,37,16,3,1,34.6702509515514,0,0,0,0,0,0,0,0,0,0,1
9.87,8475.9,13,4946400.364,193,1,28,12,2,1,14.024767717549901,0,0,0,0,0,0,0,0,0,1,0
112.8,712.668,17,174737.1826,1,1,58,14,4,1,17.3552838785185,0,0,0,0,0,0,0,0,0,0,1
4.57,22088.64,11,593297.6113,1809,0,53,14,5,1,28.343649610907804,0,0,0,0,0,0,0,1,0,0,0
39.37,3415.02,29,27774261.58,106,0,32,15,6,3,16.209044883637,0,0,0,0,0,0,0,1,0,0,0
3.2,233.22,0,8785765.613,10,1,67,13,6,1,35.8848245231172,0,0,0,0,0,0,0,0,0,0,1
35.67,2564.2656,2,16845.0557,176,0,50,10,4,2,25.376281498285397,0,0,0,0,0,0,0,0,0,0,1
30.83,6342.6,26,996269.3740000001,253,0,55,9,12,4,27.1238258719105,0,1,0,0,0,0,0,0,0,0,0
43.67,5893.236,60,1163532.41,52,1,78,10,1,1,20.5646742501671,0,0,0,0,0,0,0,1,0,0,0
91.43,60992.652,573,7020364.355,2184,0,33,13,4,1,15.341815982371301,0,0,1,0,0,0,0,0,0,0,0
172.6,13995.78,215,373594.4492,198,1,27,12,10,8,20.8569810350387,0,0,0,1,0,0,0,0,0,0,0
4.47,3523.1328,4,12526704.7,43,0,70,12,4,1,20.3326146859404,0,0,0,0,0,0,0,1,0,0,0
8.33,2314.7304,0,543844.5078,8,0,89,12,4,1,30.0469616287582,0,0,0,0,1,0,0,0,0,0,0
13.2,512.4024,12,1819.7568,21,1,41,13,5,1,21.1076733609225,0,0,0,0,0,0,0,1,0,0,0
82.43,7530.06,108,9007544.921,165,0,56,11,5,3,35.9581461889926,0,1,0,0,0,0,0,0,0,0,0
95.53,22669.8,0,75585.1163,1605,0,43,13,4,1,38.6428991338725,0,0,0,0,0,0,0,0,0,0,1
8.3,3848.4,9,53.6611,155,1,21,16,8,1,-23.7606601835848,0,0,0,0,0,0,0,0,0,0,1
3.4,3161.16,26,1021022.577,38,0,53,13,5,1,28.5469380417684,0,0,1,0,0,0,0,0,0,0,0
13.3,5140.104,4,1511060.273,166,0,40,13,5,1,25.2059885242447,0,0,0,0,0,0,0,0,0,1,0
105.17,7477.32,26,6470329.757999999,114,1,79,15,6,1,-2.9727682246150695,0,0,0,0,0,0,1,0,0,0,0
7.1,260.04,0,5844.3848,1,1,71,13,4,2,20.968633086676302,0,0,0,0,1,0,0,0,0,0,0
81.4,1286.58,20,44567.5371,15,1,93,13,6,1,17.5126466510227,0,0,0,0,0,0,0,0,0,0,1
31.07,3168.492,4,1755265.273,120,0,48,12,4,1,45.810031339678105,0,0,0,0,0,1,0,0,0,0,0
8.43,13724.52,39,4668602.188,214,1,37,15,4,2,12.8327400097127,0,0,0,0,0,0,0,0,0,0,0
37.6,1046.82,2,126522.1094,8,1,62,10,5,1,46.0935060130143,0,0,0,0,0,1,0,0,0,0,0
6.27,310.236,27,48.5781,2,1,79,11,4,1,38.6471456484465,0,0,0,0,0,0,0,0,0,0,0
86.37,872.94,0,77.4834,209,1,38,15,5,4,21.7408085122841,0,0,0,0,0,0,0,0,0,1,0
48.17,3607.296,2,330439.5459,27,0,20,11,4,1,33.3960613842071,0,0,0,0,1,0,0,0,0,0,0
5.03,6009.18,12,12126050.96,62,0,40,16,3,1,5.706227542206269,0,0,0,0,0,1,0,0,0,0,0
141.73,5578.92,0,152106.7744,779,0,75,9,3,2,46.542758397902794,0,0,0,0,1,0,0,0,0,0,0
61.43,5598.84,0,2024585.18,249,1,76,8,2,4,25.9885077616987,0,0,0,1,0,0,0,0,0,0,0
129.7,35958.0,88,1954697.793,218,0,2,15,3,2,36.2616857941466,0,0,0,0,0,0,0,0,0,0,1
93.27,21504.9,56,2173399.1890000002,432,0,54,13,5,2,36.992034498603,1,0,0,0,0,0,0,0,0,0,0
4.43,3579.78,0,1150.4736,166,0,83,12,2,2,47.8501583508019,0,0,0,0,0,0,0,0,0,0,1
50.97,1314.3552,34,107.4082,41,1,43,11,5,2,34.714813788071,0,0,0,0,0,0,1,0,0,0,0
34.73,521.34,23,3.9551,11,1,63,15,2,1,25.039254460795103,0,0,0,0,0,0,1,0,0,0,0
42.67,1126.5048,0,1754292.925,127,1,44,14,3,1,9.87287229918159,0,0,0,0,0,0,0,0,0,1,0
55.93,6842.22,18,1024.8378,776,0,25,10,11,2,54.8738284492499,0,0,0,0,0,0,0,0,0,0,1
82.17,4831.2144,61,49.9209,112,1,47,10,4,1,15.346828750353902,0,0,0,0,0,0,1,0,0,0,0
