,Customer.ID,Years.customer,Months.customer,Minutes.in.2018,Minutes.onnet,Minutes.offnet,Number.of.SMS,KBs.used,Total.Unique.Calls,Previous.provider,Churn.Status
289,ADF1776,104,3.47,7851.24,2517.991908,5333.248092,305,776938.2256,132,Vodafone,1
290,ADF1744,2009,66.97,6501.6216,1517.556511,4984.065089,6,1874757.089,146,KPN,1
291,ADF1378,4630,154.33,5683.872,3909.198342,1774.673658,79,876375.288,41,T-Mobile,0
292,ADF0093,1706,56.87,948.096,101.4211823,846.6748177,48,98.5938,22,TELE2,1
293,ADF0074,2292,76.4,233.832,81.14485306,152.6871469,19,422.5977,4,Vodafone,1
294,ADF0356,1207,40.23,123.336,30.02560837,93.31039163,5,71.0518,2,TELE2,1
295,ADF1532,2304,76.8,21666.96,18271.6195,3395.340504,49,10300976.04,1152,T-Mobile,0
296,ADF1430,1974,65.8,6285.3,670.0714549,5615.228545,8,4177100.395,16,Ben,0
297,ADF1608,107,3.57,629.46,197.1538962,432.3061038,30,669.2129,27,Vodafone,1
298,ADF1498,2300,76.67,7218.972,1924.006492,5294.965508,23,3194449.683,725,TELE2,0
299,ADF0525,3850,128.33,1350.5496,849.4147222,501.1348778,34,202.6494,51,TELE2,1
300,ADF1431,1102,36.73,6295.1424,1664.882615,4630.259785,29,905747.2099,781,Telfort,0
301,ADF1555,116,3.87,135.48,84.02527803,51.45472197,7,7.0996,1,KPN,1
302,ADF1707,565,18.83,5333.2464,4122.701773,1210.544627,19,179826.9209,478,TELE2,1
303,ADF0134,2245,74.83,16570.8,1635.210618,14935.58938,27,1276707.515,76,0,1
304,ADF1562,1391,46.37,204.204,58.5811881,145.6228119,4,1579.3291,7,TELE2,1
305,ADF1879,5451,181.7,1048.62,686.9024551,361.7175449,29,72.1592,23,Vodafone,0
306,ADF0065,597,19.9,4583.52,2321.964736,2261.555264,89,314353.6328,82,T-Mobile,0
307,ADF0407,460,15.33,336.36,76.62342481,259.7365752,33,337.5703,4,Vodafone,1
308,ADF1496,151,5.03,7149.24,2278.895233,4870.344767,23,48385.6914,662,T-Mobile,0
309,ADF1848,594,19.8,31326.9,4703.188015,26623.71199,20,694552.8369,424,Ben,1
310,ADF1742,3611,120.37,6493.5,2196.385356,4297.114644,56,1242062.572,97,TELE2,1
311,ADF1497,147,4.9,7203.432,2476.230875,4727.201125,0,4512623.857,42,KPN,0
312,ADF0497,2297,76.57,993.18,691.1889348,301.9910652,8,157266.4355,11,Vodafone,1
313,ADF1346,3809,126.97,5400.18,2497.292519,2902.887481,6,435275.586,93,KPN,0
314,ADF1694,4156,138.53,4800.9,2433.810819,2367.089181,20,266728.0674,415,Ben,1
315,ADF0507,2144,71.47,1159.332,612.5603684,546.7716316,18,3.3867,14,TELE2,1
316,ADF0137,987,32.9,23085,8977.758588,14107.24141,156,370332.6133,544,Ben,1
317,ADF1384,115,3.83,5764.116,3809.051337,1955.064663,0,1349121.636,689,Telfort,0
318,ADF1779,1575,52.5,7990.3632,1461.931341,6528.431859,5,4582887.011,58,KPN,1
319,ADF0502,122,4.07,1091.208,563.6213777,527.5866223,2,240273.6006,19,T-Mobile,1
320,ADF0337,144,4.8,6429.492,1092.593583,5336.898417,10,5393514.878,19,TELE2,0
321,ADF1606,3319,110.63,616.188,141.9506728,474.2373272,24,245.5137,5,TELE2,1
322,ADF1565,1836,61.2,246.48,171.2200652,75.25993484,12,72.835,12,Vodafone,1
323,ADF1277,610,20.33,4408.188,904.5246966,3503.663303,49,937.6318,581,KPN,0
324,ADF1739,4639,154.63,6197.16,896.212791,5300.947209,10,133045.291,159,Ben,1
325,ADF1162,921,30.7,2869.92,1625.965247,1243.954753,4,2695601.849,11,T-Mobile,0
326,ADF1514,3621,120.7,7411.74,5130.190901,2281.549099,45,857.1758,561,0,0
327,ADF1587,2261,75.37,435.696,213.2911398,222.4048602,14,58.3242,8,KPN,1
328,ADF0072,558,18.6,177.2784,47.73009874,129.5483013,7,19.1533,4,KPN,1
329,ADF1701,2848,94.93,5046.66,2414.874544,2631.785456,29,3094742.592,633,TELE2,1
330,ADF1414,1526,50.87,6094.8,4041.091766,2053.708234,63,6402748.932,175,0,0
331,ADF1342,3181,106.03,5350.14,1122.426283,4227.713717,2,946378.5332,293,Ben,0
332,ADF1998,1272,42.4,11595.6,5060.476557,6535.123443,76,186187.7725,220,T-Mobile,1
333,ADF1090,3962,132.07,1701.408,1340.283352,361.1246476,0,7992730.518,9,KPN,0
334,ADF1365,4238,141.27,5521.14,4486.383113,1034.756887,18,647703.8994,1206,Ben,0
335,ADF1769,1791,59.7,7610.7024,2723.447202,4887.255198,4,898.5488,939,KPN,1
336,ADF0611,3139,104.63,513.3024,154.3690951,358.9333049,14,29133.0557,15,TELE2,1
337,ADF0071,93,3.1,80.82,17.14490425,63.67509575,0,2788.1631,3,Vodafone,1
338,ADF1179,100,3.33,3086.8104,2358.616364,728.1940364,0,91824.9209,141,Telfort,0
339,ADF1785,618,20.6,8173.8,2327.028132,5846.771868,17,537425.1895,395,TELE2,1
340,ADF0044,698,23.27,1183.956,191.1422487,992.8137513,0,85248.3574,8,Vodafone,0
341,ADF1176,3196,106.53,3044.9784,2166.893983,878.0844167,14,353274.6308,23,TELE2,0
342,ADF1499,756,25.2,7220.52,4679.108517,2541.411483,20,1218569.857,112,NA,0
343,ADF1122,2169,72.3,2372.22,1522.827674,849.3923265,30,22353.418,37,0,0
344,ADF1279,802,26.73,4430.712,1379.857101,3050.854899,22,13574188.58,190,Vodafone,0
345,ADF1190,2986,99.53,3171.9168,2152.982281,1018.934519,2,1473082.523,182,Vodafone,0
346,ADF0476,107,3.57,797.472,399.3369655,398.1350345,0,1363375.378,16,Telfort,1
347,ADF1918,2157,71.9,9477.42,3525.927756,5951.492244,110,11968.4521,259,Vodafone,1
348,ADF1644,1456,48.53,1049.688,154.6995613,894.9884387,33,0.9395,51,T-Mobile,1
349,ADF0039,123,4.1,460.284,353.784174,106.499826,0,1.4951,14,KPN,0
350,ADF1978,107,3.57,771.06,279.4207286,491.6392714,6,47800.1602,17,Vodafone,1
351,ADF0347,371,12.37,80.412,45.31665578,35.09534422,0,29283.8877,22,TELE2,1
352,ADF1433,1500,50,6318.3528,1770.104025,4548.248775,59,17.998,122,Vodafone,0
353,ADF1423,1770,59,6195.9,1060.344544,5135.555456,0,5080.3379,482,T-Mobile,0
354,ADF0640,1542,51.4,14508.72,2824.383589,11684.33641,56,0.1484,954,KPN,1
355,ADF0401,1967,65.57,324.6,218.4554931,106.1445069,9,18.3936,70,TELE2,1
356,ADF1256,122,4.07,4065.36,2700.96971,1364.39029,25,303483.6201,242,Telfort,0
357,ADF1509,185,6.17,7364.94,2131.493885,5233.446115,12,837078.6035,339,Telfort,0
358,ADF0302,872,29.07,2331.1752,1446.795415,884.3797852,9,272055.3193,9,KPN,0
359,ADF1816,4136,137.87,10904.64,5587.195101,5317.444899,49,537414.0283,352,TELE2,1
360,ADF1245,2774,92.47,3915.78,941.5012285,2974.278771,4,2166006.274,526,Telfort,0
361,ADF1691,476,15.87,4681.62,2180.656609,2500.963391,132,247180.4541,197,KPN,1
362,ADF1181,1654,55.13,3098.124,788.0627628,2310.061237,41,4175.2608,92,Vodafone,0
363,ADF1793,1488,49.6,8426.0664,904.7398952,7521.326505,45,1209653.019,178,KPN,1
364,ADF0616,243,8.1,703.632,144.0944194,559.5375806,0,12.7539,36,Ben,1
365,ADF1561,2846,94.87,201.804,61.54276847,140.2612315,14,4181.1016,5,Ben,1
366,ADF1640,525,17.5,1020.24,736.5000893,283.7399107,31,77788.874,82,Vodafone,1
367,ADF1676,1832,61.07,4183.1304,2606.565145,1576.565255,26,540150.3252,276,Telfort,1
368,ADF1889,5181,172.7,6205.74,2239.923261,3965.816739,2,1354.7891,15,0,0
369,ADF1632,2162,72.07,889.032,472.1772501,416.8547499,8,668938.834,15,KPN,1
370,ADF1311,127,4.23,5045.712,3382.888837,1662.823163,60,465585.9326,190,Vodafone,0
371,ADF1263,1209,40.3,4195.26,3278.498394,916.7616065,0,2868393.475,60,0,0
372,ADF1164,192,6.4,2878.32,323.4586367,2554.861363,0,12.8662,102,T-Mobile,0
373,ADF1301,2588,86.27,4966.5,1557.993371,3408.506629,18,488987.1231,21,T-Mobile,0
374,ADF0435,1886,62.87,416.64,217.726719,198.913281,12,33794.6855,4,TELE2,1
375,ADF1073,1199,39.97,1178.6376,325.035397,853.602203,4,85971.0928,231,Vodafone,0
376,ADF0441,399,13.3,457.668,200.5498064,257.1181936,33,36991.4678,14,Telfort,1
377,ADF0122,3496,116.53,6965.58,1115.491418,5850.088582,121,71.9365,200,Ben,1
378,ADF1527,259,8.63,7621.512,3692.682448,3928.829552,4,1653474.82,163,TELE2,0
379,ADF1324,5334,177.8,5252.4,659.005735,4593.394265,0,52633.2686,1460,Telfort,0
380,ADF0255,1680,56,104.352,19.9789903,84.3730097,0,568.8701,1,TELE2,0
381,ADF0110,643,21.43,4325.664,1044.969873,3280.694127,137,2423.5811,141,Ben,1
382,ADF0420,718,23.93,362.4624,186.0150817,176.4473183,21,34.6455,14,TELE2,1
383,ADF1155,155,5.17,2820.54,861.8468512,1958.693149,7,1346.6514,11,KPN,0
384,ADF0080,192,6.4,513.1224,97.33077676,415.7916232,10,68.7998,12,Ben,1
385,ADF1801,155,5.17,9135.684,1931.592538,7204.091462,348,5.0078,290,TELE2,1
386,ADF1216,118,3.93,3483.48,1130.681551,2352.798449,38,328089.8887,105,TELE2,0
387,ADF0050,1014,33.8,1905.708,687.5628017,1218.145198,12,1759.0693,333,TELE2,0
388,ADF1439,1492,49.73,6371.088,2707.373633,3663.714367,15,77210.292,430,TELE2,0
389,ADF0431,2618,87.27,397.7448,133.1102947,264.6345053,24,373.5928,10,TELE2,1
390,ADF1705,1842,61.4,5204.592,1747.772328,3456.819672,43,66744.501,127,Vodafone,1
391,ADF1534,1056,35.2,22480.908,8687.98258,13792.92542,0,14007530.84,1320,TELE2,0
392,ADF0323,2278,75.93,3252.912,2390.001699,862.9103009,6,1.7324,93,TELE2,0
393,ADF1711,3841,128.03,5396.34,2594.582047,2801.757953,0,1139263.481,138,KPN,1
394,ADF0395,485,16.17,288.3984,219.7201917,68.67820827,21,1061014.036,4,TELE2,1
395,ADF1530,958,31.93,21647.052,6833.626223,14813.42578,7,779097.3349,1575,0,0
396,ADF0135,3345,111.5,18784.188,3624.483674,15159.70433,55,5136.5693,587,Vodafone,1
397,ADF1261,716,23.87,4167.6,579.2158013,3588.384199,5,448485.788,57,Ben,0
398,ADF1678,231,7.7,4233.8304,1956.696293,2277.134107,18,832.5762,367,KPN,1
399,ADF0454,1502,50.07,561.996,147.1945559,414.8014441,1,3851397.811,8,KPN,1
400,ADF0590,3298,109.93,3817.92,1577.924868,2239.995132,0,29623.6973,35,KPN,0
401,ADF1257,2083,69.43,4079.82,642.4801914,3437.339809,14,460147.3272,292,Telfort,0
402,ADF0631,-5,-0.17,5142.6048,2486.981865,2655.622935,63,1565901.139,204,Ben,1
403,ADF1489,859,28.63,7055.7696,827.2990297,6228.47057,4,30024.7451,398,T-Mobile,0
404,ADF0434,121,4.03,415.248,85.39508467,329.8529153,12,939.7178,18,TELE2,1
405,ADF0517,1573,52.43,1256.3496,575.0980119,681.2515881,48,88303.875,36,TELE2,1
406,ADF0449,958,31.93,498.9,130.0245845,368.8754155,0,383647.7041,3,Ben,1
407,ADF0120,342,11.4,6652.032,2351.79261,4300.23939,65,4292568.15,100,Vodafone,1
408,ADF1924,153,5.1,15001.5984,9595.040558,5406.557842,87,167937.0596,279,T-Mobile,1
409,ADF1205,139,4.63,3327.0696,1501.017973,1826.051627,23,17472136.53,31,T-Mobile,0
410,ADF0334,577,19.23,4994.88,2525.521182,2469.358818,97,4214737.323,3,TELE2,0
411,ADF1521,1487,49.57,7529.1624,5495.255289,2033.907111,90,4491.7324,921,TELE2,0
412,ADF1826,142,4.73,13034.88,4552.84429,8482.03571,59,20080.9482,562,TELE2,1
413,ADF1746,1156,38.53,6533.46,2217.657699,4315.802301,19,1228343.697,123,TELE2,1
414,ADF1281,125,4.17,4444.98,1383.528389,3061.451611,108,217706.7119,103,TELE2,0
415,ADF1809,2653,88.43,10453.7304,6318.257031,4135.473369,11,4675271.904,220,TELE2,1
416,ADF0084,1461,48.7,700.248,412.6390987,287.6089013,43,21.0059,16,TELE2,1
417,ADF0304,1476,49.2,2412.7224,1816.22184,596.5005605,0,1835788.702,4,TELE2,0
418,ADF1377,223,7.43,5676.096,2576.894255,3099.201745,7,37142039.56,79,T-Mobile,0
419,ADF0083,243,8.1,556.212,324.1839333,232.0280667,10,745.7207,2,Vodafone,1
420,ADF1152,1487,49.57,2797.2048,1349.141066,1448.063734,0,13.9531,468,TELE2,0
421,ADF1111,183,6.1,2136.696,1791.16042,345.5355801,7,59.1719,84,T-Mobile,0
422,ADF0382,2237,74.57,253.26,22.71090704,230.549093,5,9426.9219,3,TELE2,1
423,ADF1794,296,9.87,8475.9,2591.98458,5883.91542,13,4946400.364,193,T-Mobile,1
424,ADF0469,3384,112.8,712.668,514.1364714,198.5315286,17,174737.1826,1,TELE2,1
425,ADF1533,137,4.57,22088.64,16261.43165,5827.208346,11,593297.6113,1809,Ben,0
426,ADF1962,1181,39.37,3415.02,2055.6127,1359.4073,29,27774261.58,106,TELE2,0
427,ADF0373,96,3.2,233.22,133.5828154,99.63718464,0,8785765.613,10,TELE2,1
428,ADF0309,1070,35.67,2564.2656,1976.722523,587.5430769,2,16845.0557,176,TELE2,0
429,ADF1436,925,30.83,6342.6,4048.540757,2294.059243,26,996269.374,253,Ben,0
430,ADF0545,1310,43.67,5893.236,2018.127562,3875.108438,60,1163532.41,52,Vodafone,1
431,ADF1549,2743,91.43,60992.652,41082.29883,19910.35317,573,7020364.355,2184,Ben,0
432,ADF1832,5178,172.6,13995.78,5222.715165,8773.064835,215,373594.4492,198,Telfort,1
433,ADF0326,134,4.47,3523.1328,2230.468623,1292.664177,4,12526704.7,43,Vodafone,0
434,ADF0301,250,8.33,2314.7304,749.9102263,1564.820174,0,543844.5078,8,0,0
435,ADF0609,396,13.2,512.4024,294.9771565,217.4252435,12,1819.7568,21,TELE2,1
436,ADF1968,2473,82.43,7530.06,2522.827686,5007.232314,108,9007544.921,165,TELE2,0
437,ADF1535,2866,95.53,22669.8,16938.12045,5731.679553,0,75585.1163,1605,Ben,0
438,ADF0624,249,8.3,3848.4,1372.313391,2476.086609,9,53.6611,155,0,1
439,ADF0320,102,3.4,3161.16,1363.376931,1797.783069,26,1021022.577,38,T-Mobile,0
440,ADF1317,399,13.3,5140.104,1539.360689,3600.743311,4,1511060.273,166,T-Mobile,0
441,ADF0634,3155,105.17,7477.32,485.7815512,6991.538449,26,6470329.758,114,Vodafone,1
442,ADF0388,213,7.1,260.04,32.39722584,227.6427742,0,5844.3848,1,TELE2,1
443,ADF1986,2442,81.4,1286.58,853.3122209,433.2677791,20,44567.5371,15,T-Mobile,1
444,ADF1188,932,31.07,3168.492,2465.966276,702.5257239,4,1755265.273,120,Vodafone,0
445,ADF1831,253,8.43,13724.52,8575.98135,5148.53865,39,4668602.188,214,T-Mobile,1
446,ADF1984,1128,37.6,1046.82,371.9635841,674.8564159,2,126522.1094,8,Ben,1
447,ADF0399,188,6.27,310.236,30.71729582,279.5187042,27,48.5781,2,Vodafone,1
448,ADF1630,2591,86.37,872.94,118.2090937,754.7309063,0,77.4834,209,KPN,1
449,ADF1222,1445,48.17,3607.296,2296.929303,1310.366697,2,330439.5459,27,TELE2,0
450,ADF0596,151,5.03,6009.18,1412.898898,4596.281102,12,12126050.96,62,T-Mobile,0
451,ADF1371,4252,141.73,5578.92,4141.484094,1437.435906,0,152106.7744,779,T-Mobile,0
452,ADF1993,1843,61.43,5598.84,2793.782357,2805.057643,0,2024585.18,249,Telfort,1
453,ADF1545,3891,129.7,35958,18085.91777,17872.08223,88,1954697.793,218,0,0
454,ADF1529,2798,93.27,21504.9,5326.740362,16178.15964,56,2173399.189,432,TELE2,0
455,ADF1220,133,4.43,3579.78,2578.136225,1001.643775,0,1150.4736,166,KPN,0
456,ADF1987,1529,50.97,1314.3552,381.6108276,932.7443724,34,107.4082,41,T-Mobile,1
457,ADF1599,1042,34.73,521.34,327.948276,193.391724,23,3.9551,11,KPN,1
458,ADF1647,1280,42.67,1126.5048,419.9971064,706.5076936,0,1754292.925,127,Telfort,1
459,ADF1471,1678,55.93,6842.22,5140.208177,1702.011823,18,1024.8378,776,Ben,0
460,ADF1695,2465,82.17,4831.2144,2462.337954,2368.876446,61,49.9209,112,KPN,1
461,ADF0060,2175,72.5,3324.78,936.119903,2388.660097,7,673204.0342,33,Telfort,0
462,ADF0111,818,27.27,4499.244,2400.072273,2099.171727,60,922078.9111,36,T-Mobile,1
463,ADF0055,966,32.2,2599.968,1967.988991,631.9790091,0,8858228.871,35,KPN,0
464,ADF1752,103,3.43,6735.9864,3629.32015,3106.66625,0,4893.3984,187,TELE2,1
465,ADF1191,2467,82.23,3172.5,2310.904661,861.5953392,9,281277.2725,99,KPN,0
466,ADF1306,108,3.6,5019.9696,1901.800578,3118.169022,4,65203.1094,36,Vodafone,0
467,ADF1609,1967,65.57,645.852,408.1705127,237.6814873,26,51557.2988,25,TELE2,1
468,ADF1833,2051,68.37,15149.544,5211.964869,9937.579131,30,587053.1972,337,Ben,1
469,ADF1337,3085,102.83,5309.82,602.3643728,4707.455627,0,2103930.688,439,TELE2,0
470,ADF0586,1837,61.23,2271.48,893.1255075,1378.354493,16,42310.1328,34,Ben,0
471,ADF1823,4149,138.3,12291,3441.854612,8849.145388,163,224761.9971,196,Ben,1
472,ADF1289,2667,88.9,4802.5728,2841.255158,1961.317642,7,1024072.837,16,KPN,0
473,ADF1251,1234,41.13,4037.7,1189.934346,2847.765654,35,545083.1172,26,KPN,0
474,ADF0116,114,3.8,4933.548,3289.447055,1644.100945,6,3071059.907,52,Ben,1
475,ADF1493,1193,39.77,7111.5,4146.040184,2965.459816,44,225029.1621,64,Vodafone,0
476,ADF1349,108,3.6,5425.932,4146.21996,1279.71204,156,799300.8506,84,KPN,0
477,ADF1653,106,3.53,1160.04,210.0722731,949.9677269,4,758816.5312,50,T-Mobile,1
478,ADF1409,787,26.23,5988.24,1899.036743,4089.203257,16,1732440.812,195,T-Mobile,0
479,ADF1551,91,3.03,95.52,71.35504718,24.16495282,0,30.2803,2,KPN,1
480,ADF1906,1276,42.53,4099.5024,1415.573227,2683.929173,12,561798.5225,6,Telfort,1
481,ADF0405,1146,38.2,334.0128,164.0743957,169.9384043,10,3013.9932,6,KPN,1
482,ADF1757,2161,72.03,6947.172,2142.682718,4804.489282,22,42968676.41,95,Ben,1
483,ADF1812,126,4.2,10563,3910.628069,6652.371931,92,1181190.631,329,Vodafone,1
484,ADF1068,719,23.97,1081.776,45.706877,1036.069123,3,10442434.63,18,T-Mobile,0
485,ADF1320,1355,45.17,5252.4,3787.529379,1464.870621,0,144766.4629,888,Telfort,0
486,ADF1321,2272,75.73,5252.4,2058.635677,3193.764323,0,1564279.613,712,Vodafone,0
487,ADF0455,222,7.4,567.024,287.6657302,279.3582698,62,187.5537,3,KPN,1
488,ADF0350,1586,52.87,94.092,70.2784997,23.8135003,0,1031.042,3,TELE2,1
489,ADF1492,1354,45.13,7110.3288,2131.936043,4978.392757,2,1902.3672,675,KPN,0
490,ADF1435,425,14.17,6339.804,3186.086217,3153.717783,8,299235.7441,868,TELE2,0
491,ADF1990,133,4.43,4462.92,1542.104433,2920.815567,36,1881350.401,206,Ben,1
492,ADF0425,485,16.17,369.636,79.0197093,290.6162907,24,17.4717,5,TELE2,1
493,ADF1591,248,8.27,463.824,292.130423,171.693577,34,1062.7255,8,KPN,1
494,ADF0489,2903,96.77,890.664,454.2183267,436.4456733,37,426885.2852,8,TELE2,1
495,ADF1523,708,23.6,7598.6424,975.6380417,6623.004358,6,1871998.521,170,NA,0
496,ADF1890,153,5.1,6416.58,4083.378879,2333.201121,16,1196432.417,234,KPN,0
497,ADF1302,731,24.37,4972.4424,560.4298638,4412.012536,4,35674.9864,660,TELE2,0
498,ADF1064,120,4,1062.3624,671.5469492,390.8154508,0,8633289.656,15,Vodafone,0
499,ADF1727,254,8.47,5872.56,2430.336648,3442.223352,12,1002857.23,52,Vodafone,1
500,ADF1104,609,20.3,2019.8448,432.4177635,1587.427036,41,674.7998,278,T-Mobile,0
501,ADF1589,1654,55.13,458.46,168.2750984,290.1849016,11,382170.5908,47,Telfort,1
502,ADF1922,187,6.23,11264.88,5538.341017,5726.538983,165,1822350.092,168,T-Mobile,1
503,ADF0546,162,5.4,6083.88,3120.488159,2963.391841,172,1081173.539,63,Vodafone,1
504,ADF1056,149,4.97,914.6712,692.6532164,222.0179836,8,1.9199,44,Ben,0
505,ADF0506,2282,76.07,1156.296,151.6139878,1004.682012,20,22163.0821,16,KPN,1
506,ADF1450,2872,95.73,6501.2808,4089.112406,2412.168394,1,92037.4433,772,Telfort,0
507,ADF1712,755,25.17,5438.88,3326.73816,2112.14184,0,583200.79,478,T-Mobile,1
508,ADF1682,168,5.6,4431.384,1052.613371,3378.770629,26,49.0908,582,Vodafone,1
509,ADF0396,911,30.37,290.184,57.35466142,232.8293386,31,20.9238,1,TELE2,1
510,ADF0058,1698,56.6,2823.5424,1926.820505,896.7218951,38,49852.2002,66,T-Mobile,0
511,ADF0613,1859,61.97,563.7144,164.501819,399.212581,32,0.2246,8,Ben,1
512,ADF1854,894,29.8,59815.26,18094.33831,41720.92169,127,32403873.11,107,Telfort,1
513,ADF1507,4038,134.6,7337.58,4940.00546,2397.57454,14,274207.4853,732,TELE2,0
514,ADF0509,2528,84.27,1183.86,809.6026611,374.2573389,39,16.3115,27,KPN,1
515,ADF1508,3155,105.17,7339.4424,2703.010842,4636.431558,0,1091551.36,397,KPN,0
516,ADF1895,101,3.37,269.82,78.92011058,190.8998894,1,313266.3779,11,Ben,1
517,ADF0464,1410,47,655.68,224.0282737,431.6517263,21,3723135.191,8,Ben,1
518,ADF1592,95,3.17,471.36,338.865556,132.494444,5,5200.3105,4,KPN,1
519,ADF0516,3265,108.83,1251.3648,627.9123828,623.4524172,23,27.9297,16,Vodafone,1
520,ADF1657,1735,57.83,1187.4528,447.6054907,739.8473093,16,707.959,26,Telfort,1
521,ADF0500,1420,47.33,1047.5328,329.3185707,718.2142293,15,625312.2119,2,TELE2,1
522,ADF1460,2542,84.73,6668.076,2841.988332,3826.087668,53,1024007.231,466,TELE2,0
523,ADF1395,4205,140.17,5838.72,1656.990196,4181.729804,0,215656.4394,370,Telfort,0
524,ADF1054,256,8.53,855.42,257.7566996,597.6633004,0,160.3643,45,TELE2,0
525,ADF1977,128,4.27,658.68,187.1690663,471.5109337,4,5458767.271,9,T-Mobile,1
526,ADF1098,3183,106.1,1845.192,1461.796375,383.3956251,0,50.0381,43,Ben,0
527,ADF1759,2533,84.43,7183.0704,4384.302055,2798.768345,14,1158535.702,530,KPN,1
528,ADF1882,579,19.3,3108.54,297.7909795,2810.749021,83,3554442.543,17,KPN,0
529,ADF1667,3673,122.43,3746.112,1548.498475,2197.613525,21,1675076.255,436,Ben,1
530,ADF1483,126,4.2,6993.3648,4723.009745,2270.355055,874,26.582,39,KPN,0
531,ADF0451,160,5.33,535.32,149.0917025,386.2282975,24,1436.1211,29,Telfort,1
532,ADF1339,3046,101.53,5327.46,2664.528343,2662.931657,14,76915.0547,398,T-Mobile,0
533,ADF1743,2630,87.67,6497.688,3358.562509,3139.125491,13,256886.8711,576,Vodafone,1
534,ADF1082,120,4,1401.24,396.8825623,1004.357438,4,90.1064,79,T-Mobile,0
535,ADF1666,1510,50.33,3694.38,662.8738565,3031.506144,6,2076039.626,112,TELE2,1
536,ADF0310,135,4.5,2607.348,1429.590913,1177.757087,4,3119066.825,15,TELE2,0
537,ADF1358,3706,123.53,5501.22,4144.995203,1356.224797,0,1014261.738,319,Telfort,0
538,ADF1028,2557,85.23,85.26,61.25735418,24.00264582,0,41668.7041,3,KPN,0
539,ADF1542,150,5,26687.16,7918.937845,18768.22215,161,8276490.735,410,KPN,0
540,ADF1683,2366,78.87,4480.8456,721.3216995,3759.523901,43,2156818.999,352,Vodafone,1
541,ADF1227,117,3.9,3657.54,1341.755025,2315.784975,11,193627.9316,100,TELE2,0
542,ADF0062,155,5.17,3659.184,1134.171387,2525.012613,4,44579175.13,64,T-Mobile,0
543,ADF1709,1268,42.27,5389.86,3735.954236,1653.905764,138,131.457,84,TELE2,1
544,ADF1402,168,5.6,5928.648,3191.136796,2737.511204,24,2067125.635,690,Ben,0
545,ADF1077,138,4.6,1342.7976,935.8814621,406.9161379,74,21134.9131,51,Telfort,0
546,ADF1052,1423,47.43,817.8,462.16811,355.63189,0,287861.3066,8,T-Mobile,0
547,ADF1198,4151,138.37,3250.092,2059.971523,1190.120477,0,15912.5723,162,TELE2,0
548,ADF0450,3445,114.83,510.528,162.8995028,347.6284972,29,1541.9365,4,KPN,1
549,ADF0109,372,12.4,4177.524,643.4926738,3534.031326,23,902022.8174,74,Vodafone,1
550,ADF1255,523,17.43,4058.52,732.9398217,3325.580178,105,3372399.607,126,Ben,0
551,ADF0043,425,14.17,1130.6904,534.9332967,595.7571033,0,15905941.53,4,TELE2,0
552,ADF1223,3521,117.37,3616.98,1349.814055,2267.165945,22,121075.4375,180,Ben,0
553,ADF1463,2163,72.1,6720.9024,1474.056515,5246.845885,41,83108.7657,279,KPN,0
554,ADF0126,2053,68.43,7854.4824,3245.694273,4608.788127,13,1392.9424,328,KPN,1
555,ADF1225,2081,69.37,3631.98,968.0345621,2663.945438,1,808.9345,130,T-Mobile,0
556,ADF0432,2761,92.03,405.1704,240.4988898,164.6715102,22,189.7324,2,TELE2,1
557,ADF1778,435,14.5,7969.68,4653.411843,3316.268157,25,2763981.172,545,KPN,1
558,ADF0448,1135,37.83,491.16,274.7317264,216.4282736,26,88186.9102,3,TELE2,1
559,ADF1144,961,32.03,2673.9552,1728.748069,945.2071307,20,77131.1015,36,0,0
560,ADF1387,1345,44.83,5778.48,3436.70636,2341.77364,0,14.7383,788,Telfort,0
561,ADF1556,3012,100.4,162.9456,66.77988068,96.16571932,2,10.6357,23,KPN,1
562,ADF0046,261,8.7,1317.9,984.4310177,333.4689823,6,343736.752,26,KPN,0
563,ADF1485,443,14.77,6998.4,2234.067703,4764.332297,0,32954801.18,209,0,0
564,ADF1903,206,6.87,1049.8728,101.5860912,948.2867088,25,3064741.425,35,TELE2,1
565,ADF1269,3667,122.23,4296.6,2326.80941,1969.79059,24,0.2969,89,0,0
566,ADF1461,3048,101.6,6681.66,2349.955382,4331.704618,1,46252.5127,678,TELE2,0
567,ADF1468,418,13.93,6792.8184,3180.499459,3612.318941,66,2477681.597,686,KPN,0
568,ADF1956,136,4.53,1622.0064,981.4642788,640.5421212,7,7410.7529,62,TELE2,0
569,ADF1976,1235,41.17,608.64,224.5361069,384.1038931,23,44502.5,10,T-Mobile,1
570,ADF0089,130,4.33,846.06,483.966024,362.093976,6,5001.0449,28,Telfort,1
571,ADF1102,122,4.07,1948.332,1399.630967,548.7010335,84,70.001,39,TELE2,0
572,ADF1139,2148,71.6,2626.2,2020.5399,605.6600998,0,30611.7959,523,T-Mobile,0
573,ADF1622,111,3.7,776.4,223.9738297,552.4261703,0,27605.7383,36,KPN,1
574,ADF1964,177,5.9,5740.3584,3939.693808,1800.664592,10,2258.7432,229,Ben,0
575,ADF1836,3685,122.83,16341.24,5694.138047,10647.10195,17,1757851.008,1232,KPN,1
576,ADF0090,558,18.6,865.3488,548.1745026,317.1742974,22,365187.3711,51,TELE2,1
577,ADF0100,195,6.5,1223.46,267.3266855,956.1333145,0,496.4434,50,KPN,1
