"","Customer.ID","Customer.Age","Customer.Municipality","Latitude","Longitude","Province","LoginsSite.Last.Month","LoginsSite.Last.6Months","EndSubscription","Total.Call.centre.complaint.calls"
"260","ADF1807",43,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",6,11,2018-12-05,1
"261","ADF1415",35,"Lelystad","52.5185370"," 5.4714220","Flevoland",3,16,2019-04-07,1
"262","ADF0340",55,"Oldebroek","52.4474448"," 5.8983168","Gelderland",4,14,2019-04-15,2
"263","ADF1360",34,"Montferland","51.9196170"," 6.2463106","Gelderland",3,13,2019-06-13,1
"264","ADF1127",56,"Leiden","52.1601144"," 4.4970097","Zuid-Holland",4,14,2019-05-01,1
"265","ADF1336",28,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",3,10,2019-03-07,2
"266","ADF1725",37,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,13,2019-09-01,1
"267","ADF1506",35,"Zwolle","52.5167747"," 6.0830219","Overijssel",5,15,2019-06-12,1
"268","ADF0620",79,"Almere","52.3507849"," 5.2647016","Flevoland",5,12,2019-07-16,1
"269","ADF1424",47,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",9,8,2019-01-23,10
"270","ADF1246",30,"Oegstgeest","52.1862262"," 4.4748104","Zuid-Holland",4,9,2019-01-31,1
"271","ADF1765",21,"Roosendaal","51.5358490"," 4.4653213","Noord-Brabant",7,11,2019-06-24,1
"272","ADF0299",63,"Maasgouw","51.1678052"," 5.8841399","Limburg",5,16,2019-04-07,1
"273","ADF1159",74,"Sluis","51.3253599"," 3.4876046","Zeeland",5,10,2019-04-11,2
"274","ADF1636",56,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",8,14,2019-03-12,2
"275","ADF0360",33,"Woerden","52.0798287"," 4.8627239","Utrecht",3,11,2019-03-08,1
"276","ADF0376",54,"Goes","51.5046455"," 3.8911304","Zeeland",3,9,2019-05-11,1
"277","ADF1474",72,"Amersfoort","52.1561113"," 5.3878266","Utrecht",7,11,2019-04-15,1
"278","ADF1495",75,"Zevenaar","51.9294445"," 6.0769590","Gelderland",6,17,2019-04-16,6
"279","ADF1292",54,"Berkelland","52.1151568"," 6.5615013","Gelderland",5,14,2019-04-29,5
"280","ADF1372",45,"Emmen","52.7132367"," 6.9557766","Drenthe",8,8,2019-04-07,2
"281","ADF1235",23,"Zeist","52.0906015"," 5.2332526","Utrecht",5,12,2019-06-19,1
"282","ADF1044",51,"Meierijstad","51.6137038"," 5.5482128","Noord-Brabant",6,14,2018-12-23,2
"283","ADF0296",72,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",6,14,2019-03-18,3
"284","ADF0127",88,"Oude IJsselstreek","51.9110456"," 6.4055639","Gelderland",4,13,2019-06-03,1
"285","ADF1037",90,"Raalte","52.3809029"," 6.2783184","Overijssel",5,10,2019-03-23,4
"286","ADF1478",37,"Cuijk","51.7289266"," 5.8792090","Noord-Brabant",6,11,2019-01-26,1
"287","ADF1097",40,"Helmond","51.4792547"," 5.6570096","Noord-Brabant",4,9,2019-05-25,7
"288","ADF0412",59,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",9,11,2019-04-23,1
"289","ADF1776",23,"Zaanstad","52.4579659"," 4.7510425","Noord-Holland",4,9,2019-03-29,2
"290","ADF1744",60,"Krimpen aan den IJssel","51.9143534"," 4.5962325","Zuid-Holland",8,13,2019-07-08,4
"291","ADF1378",31,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",4,14,2019-03-21,2
"292","ADF0093",33,"Kaag en Braassem","52.2041350"," 4.6313145","Zuid-Holland",10,10,2019-06-11,1
"293","ADF0074",42,"Groningen","53.2193835"," 6.5665017","Groningen",7,10,2019-04-23,1
"294","ADF0356",32,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,14,2019-05-25,1
"295","ADF1532",29,"Gorinchem","51.8372247"," 4.9758292","Zuid-Holland",6,11,2019-01-21,6
"296","ADF1430",63,"Wormerland","52.5072747"," 4.8527996","Noord-Holland",7,11,2019-05-26,2
"297","ADF1608",50,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",9,12,2019-04-25,1
"298","ADF1498",19,"Emmen","52.7132367"," 6.9557766","Drenthe",7,13,2019-02-19,3
"299","ADF0525",76,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",6,8,2019-02-04,1
"300","ADF1431",27,"Zuidhorn","53.2431482"," 6.4081044","Groningen",5,12,2019-06-14,2
"301","ADF1555",49,"Zoetermeer","52.0606690"," 4.4940250","Zuid-Holland",9,16,2019-03-23,2
"302","ADF1707",22,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",8,9,2019-03-29,1
"303","ADF0134",50,"Hof van Twente","52.2414268"," 6.5915549","Overijssel",8,14,2019-04-09,1
"304","ADF1562",41,"Tiel","51.8876176"," 5.4278765","Gelderland",6,10,2019-07-07,1
"305","ADF1879",40,"Albrandswaard","51.8580681"," 4.4231874","Zuid-Holland",6,13,2019-02-08,2
"306","ADF0065",86,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,12,2019-05-08,1
"307","ADF0407",36,"Arnhem","51.9851034"," 5.8987296","Gelderland",6,10,2019-04-04,1
"308","ADF1496",30,"Ridderkerk","51.8702526"," 4.6022335","Zuid-Holland",5,10,2019-05-05,2
"309","ADF1848",22,"Elburg","52.4492631"," 5.8345193","Gelderland",9,12,2019-04-02,1
"310","ADF1742",58,"Bronckhorst","52.0755954"," 6.1808918","Gelderland",6,12,2019-01-16,2
"311","ADF1497",77,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",9,12,2019-04-17,1
"312","ADF0497",36,"Terneuzen","51.3322854"," 3.8324265","Zeeland",3,12,2019-04-01,2
"313","ADF1346",33,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",6,12,2019-02-14,1
"314","ADF1694",21,"Delft","52.0115769"," 4.3570677","Zuid-Holland",5,10,2019-02-09,1
"315","ADF0507",79,"Stichtse Vecht","52.1420550"," 5.0394220","Utrecht",7,13,2019-03-10,1
"316","ADF0137",43,"Wijchen","51.8136739"," 5.7528948","Gelderland",4,11,2019-06-09,1
"317","ADF1384",49,"Zeist","52.0906015"," 5.2332526","Utrecht",6,10,2019-03-16,6
"318","ADF1779",36,"Wormerland","52.5072747"," 4.8527996","Noord-Holland",7,18,2019-03-28,1
"319","ADF0502",49,"Harlingen","53.1746381"," 5.4251517","Friesland",4,13,2019-04-09,2
"320","ADF0337",34,"Hoogeveen","52.7286158"," 6.4901002","Drenthe",7,16,2019-03-24,1
"321","ADF1606",86,"De Bilt","52.1092717"," 5.1809676","Utrecht",5,10,2019-01-14,1
"322","ADF1565",78,"Vlissingen","51.4536672"," 3.5709125","Zeeland",8,14,2019-01-01,1
"323","ADF1277",67,"Veenendaal","52.0263009"," 5.5544309","Utrecht",3,13,2019-05-31,2
"324","ADF1739",24,"Waalwijk","51.6878954"," 5.0574822","Noord-Brabant",6,13,2019-08-22,3
"325","ADF1162",55,"Almelo","52.3670267"," 6.6684919","Overijssel",7,9,2019-03-11,1
"326","ADF1514",64,"Zwolle","52.5167747"," 6.0830219","Overijssel",8,7,2019-05-08,2
"327","ADF1587",40,"Utrecht","52.0907374"," 5.1214201","Utrecht",4,13,2018-12-21,1
"328","ADF0072",21,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",4,12,2019-03-19,1
"329","ADF1701",36,"Utrecht","52.0907374"," 5.1214201","Utrecht",6,12,2019-03-16,1
"330","ADF1414",78,"Woensdrecht","51.4292475"," 4.3047078","Noord-Brabant",4,11,2019-04-10,2
"331","ADF1342",28,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",3,15,2019-04-09,1
"332","ADF1998",71,"Bergen op Zoom","51.4945758"," 4.2871622","Noord-Brabant",5,10,2019-05-24,1
"333","ADF1090",81,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,12,2019-01-03,7
"334","ADF1365",29,"Werkendam","51.8081653"," 4.8918480","Noord-Brabant",3,14,2019-07-24,2
"335","ADF1769",42,"Horst aan de Maas","51.4232255"," 6.0303174","Limburg",7,8,2019-06-20,18
"336","ADF0611",36,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",8,13,2018-12-30,1
"337","ADF0071",47,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,12,2019-04-14,1
"338","ADF1179",72,"Almelo","52.3670267"," 6.6684919","Overijssel",6,11,2019-02-22,1
"339","ADF1785",22,"Maassluis","51.9226067"," 4.2545656","Zuid-Holland",7,10,2019-06-10,1
"340","ADF0044",98,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",2,14,2019-04-04,4
"341","ADF1176",30,"Weststellingwerf","52.8718917"," 6.0229188","Friesland",5,10,2019-06-16,2
"342","ADF1499",71,"Geldrop-Mierlo","51.4324472"," 5.5829701","Noord-Brabant",8,10,2018-12-31,7
"343","ADF1122",71,"Breda","51.5719149"," 4.7683230","Noord-Brabant",4,11,2019-02-01,1
"344","ADF1279",23,"Midden-Drenthe","52.8611037"," 6.5123042","Drenthe",5,13,2019-02-19,1
"345","ADF1190",66,"Duiven","51.9474576"," 6.0179496","Gelderland",8,10,2019-05-25,3
"346","ADF0476",30,"Almere","52.3507849"," 5.2647016","Flevoland",3,11,2019-06-12,1
"347","ADF1918",89,"Winsum","53.3308096"," 6.5222542","Groningen",7,11,2019-02-19,1
"348","ADF1644",48,"Súdwest-Fryslân","52.9925"," 5.548611","Friesland",7,12,2019-04-30,2
"349","ADF0039",42,"Opmeer","52.7053787"," 4.9426672","Noord-Holland",6,16,2019-06-22,2
"350","ADF1978",24,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",4,11,2019-02-14,2
"351","ADF0347",22,"Hollands Kroon","52.8118586"," 5.0011902","Noord-Holland",6,14,2019-06-19,1
"352","ADF1433",23,"Brunssum","50.9488959"," 5.9721662","Limburg",9,11,2019-03-20,1
"353","ADF1423",78,"Montferland","51.9196170"," 6.2463106","Gelderland",7,12,2019-05-07,1
"354","ADF0640",86,"Meerssen","50.8849427"," 5.7526367","Limburg",3,9,2019-04-26,1
"355","ADF0401",25,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",10,11,2019-05-10,1
"356","ADF1256",60,"Diemen","52.3389926"," 4.9591888","Noord-Holland",6,9,2019-02-08,1
"357","ADF1509",88,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,10,2019-03-03,1
"358","ADF0302",55,"Ede","52.0401675"," 5.6648594","Gelderland",5,13,2019-04-28,1
"359","ADF1816",52,"Cuijk","51.7289266"," 5.8792090","Noord-Brabant",5,11,2019-09-04,3
"360","ADF1245",60,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",5,9,2019-03-28,1
"361","ADF1691",49,"Moerdijk","51.6601559"," 4.5130718","Noord-Brabant",7,13,2019-05-13,1
"362","ADF1181",53,"Emmen","52.7132367"," 6.9557766","Drenthe",1,12,2019-06-18,1
"363","ADF1793",64,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",5,11,2019-05-26,1
"364","ADF0616",84,"Medemblik","52.7674467"," 5.1069178","Noord-Holland",8,8,2019-05-01,1
"365","ADF1561",32,"Winterswijk","51.9770380"," 6.7454136","Gelderland",11,11,2019-03-18,1
"366","ADF1640",75,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",4,11,2019-05-31,7
"367","ADF1676",48,"Zundert","51.4707015"," 4.6623558","Noord-Brabant",9,10,2019-03-29,10
"368","ADF1889",31,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,12,2019-04-12,2
"369","ADF1632",33,"Zuidplas","52.0067577"," 4.5827851","Zuid-Holland",7,14,2019-06-06,1
"370","ADF1311",42,"Hulst","51.2761050"," 4.0512360","Zeeland",7,11,2019-05-26,2
"371","ADF1263",87,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",7,10,2019-01-04,1
"372","ADF1164",22,"Uithoorn","52.2446266"," 4.8317337","Noord-Holland",7,6,2019-06-14,7
"373","ADF1301",30,"Noordenveld","53.0950927"," 6.4455409","Drenthe",6,13,2019-04-22,2
"374","ADF0435",19,"Heerlen","50.8881742"," 5.9794988","Limburg",7,10,2019-03-12,1
"375","ADF1073",91,"Gooise Meren","52.3047615"," 5.1396990","Noord-Holland",4,13,2018-12-14,1
"376","ADF0441",25,"Vlaardingen","51.9120668"," 4.3494366","Zuid-Holland",6,14,2019-06-30,1
"377","ADF0122",58,"Steenwijkerland","52.7415382"," 6.0493239","Overijssel",7,7,2019-02-19,2
"378","ADF1527",25,"Helmond","51.4792547"," 5.6570096","Noord-Brabant",5,12,2019-02-02,2
"379","ADF1324",22,"Krimpenerwaard","51.9822220"," 4.7816670","Zuid-Holland",7,12,2019-05-02,1
"380","ADF0255",85,"Bergen op Zoom","51.4945758"," 4.2871622","Noord-Brabant",7,14,2019-03-08,2
"381","ADF0110",70,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",6,9,2019-03-09,1
"382","ADF0420",69,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,13,2019-04-03,1
"383","ADF1155",60,"Diemen","52.3389926"," 4.9591888","Noord-Holland",4,12,2019-02-26,1
"384","ADF0080",31,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",8,13,2019-05-11,1
"385","ADF1801",52,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",8,11,2019-03-22,1
"386","ADF1216",47,"Geldermalsen","51.8843650"," 5.2293588","Gelderland",3,10,2019-05-17,4
"387","ADF0050",84,"Geldrop-Mierlo","51.4324472"," 5.5829701","Noord-Brabant",6,12,2019-02-24,1
"388","ADF1439",40,"Bloemendaal","52.4049474"," 4.6201852","Noord-Holland",7,14,2019-06-11,2
"389","ADF0431",47,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,13,2019-05-12,1
"390","ADF1705",79,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,15,2019-04-15,1
"391","ADF1534",29,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,9,2019-05-16,1
"392","ADF0323",27,"Amersfoort","52.1561113"," 5.3878266","Utrecht",4,15,2019-06-20,4
"393","ADF1711",89,"Noordoostpolder","52.6926220"," 5.7378425","Flevoland",4,15,2019-05-04,1
"394","ADF0395",32,"Helmond","51.4792547"," 5.6570096","Noord-Brabant",2,12,2019-06-20,1
"395","ADF1530",22,"Venlo","51.3703748"," 6.1724031","Limburg",6,11,2019-02-20,4
"396","ADF0135",67,"Hengelo","52.2574121"," 6.7927725","Overijssel",6,14,2019-04-02,1
"397","ADF1261",24,"Rijswijk","52.0376977"," 4.3219738","Zuid-Holland",7,8,2019-06-24,1
"398","ADF1678",61,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",9,11,2019-04-05,1
"399","ADF0454",18,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",7,9,2019-04-10,1
"400","ADF0590",58,"Groningen","53.2193835"," 6.5665017","Groningen",4,11,2019-03-31,13
"401","ADF1257",54,"Harderwijk","52.3422025"," 5.6367423","Gelderland",4,11,2019-03-17,2
"402","ADF0631",54,"Buren","51.9103889"," 5.3340584","Gelderland",4,14,2019-05-20,1
"403","ADF1489",43,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",6,12,2019-03-31,1
"404","ADF0434",79,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",8,15,2019-04-18,1
"405","ADF0517",55,"Zwolle","52.5167747"," 6.0830219","Overijssel",9,10,2019-06-26,1
"406","ADF0449",53,"Enschede","52.2215372"," 6.8936619","Overijssel",4,13,2019-05-05,1
"407","ADF0120",87,"Pekela","53.0852407"," 6.9778815","Groningen",10,18,2019-04-26,2
"408","ADF1924",21,"Westland","51.9991757"," 4.2174570","Zuid-Holland",7,14,2019-05-21,3
"409","ADF1205",56,"Huizen","52.2994652"," 5.2433925","Noord-Holland",8,12,2019-05-09,1
"410","ADF0334",94,"Almelo","52.3670267"," 6.6684919","Overijssel",5,13,2019-05-27,1
"411","ADF1521",27,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",4,9,2019-05-02,4
"412","ADF1826",55,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",7,14,2019-03-24,1
"413","ADF1746",73,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",6,12,2019-05-06,4
"414","ADF1281",24,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,14,2019-03-30,1
"415","ADF1809",95,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,7,2019-03-13,2
"416","ADF0084",68,"Epe","52.3450173"," 5.9836544","Gelderland",6,9,2019-04-04,1
"417","ADF0304",48,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,10,2019-01-12,2
"418","ADF1377",48,"Cuijk","51.7289266"," 5.8792090","Noord-Brabant",5,15,2019-02-25,2
"419","ADF0083",73,"Rucphen","51.5335666"," 4.5603199","Noord-Brabant",8,11,2019-04-30,1
"420","ADF1152",38,"Arnhem","51.9851034"," 5.8987296","Gelderland",5,11,2019-04-01,1
"421","ADF1111",58,"Velsen","52.4520591"," 4.6305871","Noord-Holland",4,14,2019-04-14,16
"422","ADF0382",37,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,16,2019-03-31,1
"423","ADF1794",28,"Goes","51.5046455"," 3.8911304","Zeeland",6,12,2019-02-05,1
"424","ADF0469",58,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,14,2019-04-04,1
"425","ADF1533",53,"Zwartewaterland","52.6015125"," 6.0596251","Overijssel",5,14,2019-05-17,1
"426","ADF1962",32,"Enschede","52.2215372"," 6.8936619","Overijssel",6,15,2019-06-14,3
"427","ADF0373",67,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",7,13,2019-06-19,1
"428","ADF0309",50,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",3,10,2019-04-11,2
"429","ADF1436",55,"Achtkarspelen","53.2103566"," 6.1535651","Friesland",5,9,2018-12-07,4
"430","ADF0545",78,"Deventer","52.2660751"," 6.1552165","Overijssel",4,10,2019-01-22,1
"431","ADF1549",33,"Oude IJsselstreek","51.9110456"," 6.4055639","Gelderland",7,13,2019-04-14,1
"432","ADF1832",27,"Groningen","53.2193835"," 6.5665017","Groningen",5,12,2019-10-26,8
"433","ADF0326",70,"Hellendoorn","52.3870446"," 6.4542947","Overijssel",4,12,2019-04-20,1
"434","ADF0301",89,"Horst aan de Maas","51.4232255"," 6.0303174","Limburg",8,12,2019-04-16,1
"435","ADF0609",41,"Dalfsen","52.5077550"," 6.2596670","Overijssel",7,13,2019-05-21,1
"436","ADF1968",56,"Dongeradeel","53.3248836"," 5.9966386","Friesland",4,11,2019-05-10,3
"437","ADF1535",43,"Zederik","51.9255584"," 5.0136328","Zuid-Holland",5,13,2019-04-09,1
"438","ADF0624",21,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",9,16,2019-08-03,1
"439","ADF0320",53,"Arnhem","51.9851034"," 5.8987296","Gelderland",7,13,2019-05-16,1
"440","ADF1317",40,"Terneuzen","51.3322854"," 3.8324265","Zeeland",5,13,2019-05-06,1
"441","ADF0634",79,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",10,15,2019-06-17,1
"442","ADF0388",71,"Brunssum","50.9488959"," 5.9721662","Limburg",7,13,2019-04-30,2
"443","ADF1986",93,"Hellevoetsluis","51.8318632"," 4.1318100","Zuid-Holland",6,13,2019-06-04,1
"444","ADF1188",48,"Geldrop-Mierlo","51.4324472"," 5.5829701","Noord-Brabant",7,12,2019-04-23,1
"445","ADF1831",37,"Coevorden","52.6613567"," 6.7410616","Drenthe",8,15,2019-04-16,2
"446","ADF1984",62,"Laarbeek","51.5384467"," 5.6212732","Noord-Brabant",7,10,2019-05-16,1
"447","ADF0399",79,"Emmen","52.7132367"," 6.9557766","Drenthe",6,11,2019-04-20,1
"448","ADF1630",38,"Terneuzen","51.3322854"," 3.8324265","Zeeland",6,15,2019-05-28,4
"449","ADF1222",20,"Eijsden-Margraten","50.8199604"," 5.8214573","Limburg",7,11,2019-04-30,1
"450","ADF0596",40,"Valkenswaard","51.3554957"," 5.4533268","Noord-Brabant",6,16,2019-03-11,1
"451","ADF1371",75,"Venray","51.5270578"," 5.9753320","Limburg",8,9,2019-03-06,2
"452","ADF1993",76,"Delfzijl","53.3310272"," 6.9244598","Groningen",5,8,2019-02-14,4
"453","ADF1545",2,"Alphen aan den Rijn","52.1276577"," 4.6688508","Zuid-Holland",5,15,2019-03-07,2
"454","ADF1529",54,"Almere","52.3507849"," 5.2647016","Flevoland",5,13,2019-05-01,2
"455","ADF1220",83,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,12,2019-02-12,2
"456","ADF1987",43,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,11,2019-05-03,2
"457","ADF1599",63,"Hollands Kroon","52.8118586"," 5.0011902","Noord-Holland",9,15,2019-02-22,1
"458","ADF1647",44,"Hulst","51.2761050"," 4.0512360","Zeeland",5,14,2019-03-26,1
"459","ADF1471",25,"Wassenaar","52.1429096"," 4.4012129","Zuid-Holland",8,10,2018-11-22,2
"460","ADF1695",47,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,10,2019-04-09,1
"461","ADF0060",20,"Zaanstad","52.4579659"," 4.7510425","Noord-Holland",4,13,2019-01-09,1
"462","ADF0111",26,"Veldhoven","51.4176337"," 5.4060209","Noord-Brabant",8,13,2019-02-12,1
"463","ADF0055",33,"Nijmegen","51.8125626"," 5.8372264","Gelderland",4,10,2018-12-17,1
"464","ADF1752",79,"Utrecht","52.0907374"," 5.1214201","Utrecht",9,10,2019-05-08,1
"465","ADF1191",64,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",5,13,2019-04-30,2
"466","ADF1306",29,"Brummen","52.0901666"," 6.1580145","Gelderland",4,10,2019-03-11,1
"467","ADF1609",33,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",12,11,2019-05-22,1
"468","ADF1833",42,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,13,2019-03-23,1
"469","ADF1337",90,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",5,13,2019-02-01,1
"470","ADF0586",68,"Dantumadeel","53.2729807"," 5.9859302","Friesland",5,13,2019-06-06,1
"471","ADF1823",44,"Velsen","52.4520591"," 4.6305871","Noord-Holland",8,12,2019-04-13,1
"472","ADF1289",21,"Maastricht","50.8513682"," 5.6909725","Limburg",7,11,2019-05-20,2
"473","ADF1251",29,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,15,2019-02-04,1
"474","ADF0116",54,"Voorschoten","52.1237896"," 4.4385976","Zuid-Holland",4,12,2019-01-10,2
"475","ADF1493",19,"Zaanstad","52.4579659"," 4.7510425","Noord-Holland",6,11,2019-02-26,1
"476","ADF1349",82,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",6,13,2019-02-15,1
"477","ADF1653",58,"Nijmegen","51.8125626"," 5.8372264","Gelderland",6,8,2019-03-29,2
"478","ADF1409",24,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,12,2019-03-08,1
"479","ADF1551",46,"Uithoorn","52.2446266"," 4.8317337","Noord-Holland",8,12,2019-05-12,1
"480","ADF1906",80,"Tynaarlo","53.1012834"," 6.5760974","Drenthe",6,9,2019-05-07,2
"481","ADF0405",36,"Tietjerksteradeel","53.1760382"," 5.9786796","Friesland",3,12,2019-03-02,1
"482","ADF1757",29,"Almelo","52.3670267"," 6.6684919","Overijssel",7,11,2018-11-09,3
"483","ADF1812",51,"Alkmaar","52.6323813"," 4.7533754","Noord-Holland",2,14,2019-04-14,3
"484","ADF1068",51,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",5,8,2019-04-23,1
"485","ADF1320",68,"Venlo","51.3703748"," 6.1724031","Limburg",4,16,2019-06-12,3
"486","ADF1321",82,"Geertruidenberg","51.7023659"," 4.8499781","Noord-Brabant",8,17,2019-01-14,1
"487","ADF0455",53,"Culemborg","51.9561076"," 5.2400448","Gelderland",6,11,2018-12-02,1
"488","ADF0350",33,"Hoogeveen","52.7286158"," 6.4901002","Drenthe",9,15,2019-06-02,1
"489","ADF1492",39,"Nijmegen","51.8125626"," 5.8372264","Gelderland",4,11,2019-03-06,2
"490","ADF1435",40,"Dordrecht","51.8132979"," 4.6900929","Zuid-Holland",5,15,2019-03-01,3
"491","ADF1990",47,"Groningen","53.2193835"," 6.5665017","Groningen",8,15,2019-07-13,1
"492","ADF0425",19,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,14,2018-11-03,1
"493","ADF1591",86,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,13,2019-03-28,1
"494","ADF0489",46,"Almere","52.3507849"," 5.2647016","Flevoland",6,12,2019-03-17,1
"495","ADF1523",45,"Amersfoort","52.1561113"," 5.3878266","Utrecht",4,15,2019-02-27,2
"496","ADF1890",93,"Heerenveen","52.9605613"," 5.9205217","Friesland",6,9,2019-07-16,1
"497","ADF1302",24,"Steenwijkerland","52.7415382"," 6.0493239","Overijssel",7,14,2019-06-08,7
"498","ADF1064",44,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,14,2019-01-01,1
"499","ADF1727",78,"Leeuwarden","53.2012334"," 5.7999133","Friesland",7,11,2019-06-07,1
"500","ADF1104",44,"Weert","51.2519718"," 5.7138711","Limburg",7,12,2019-04-01,3
"501","ADF1589",72,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",5,9,2019-04-11,1
"502","ADF1922",47,"Pekela","53.0852407"," 6.9778815","Groningen",7,12,2019-03-31,1
"503","ADF0546",66,"Oldenzaal","52.3116551"," 6.9268283","Overijssel",11,14,2019-06-11,1
"504","ADF1056",73,"Vlaardingen","51.9120668"," 4.3494366","Zuid-Holland",3,15,2019-07-29,2
"505","ADF0506",34,"Weesp","52.3080507"," 5.0406217","Noord-Holland",6,13,2019-06-01,1
"506","ADF1450",82,"De Bilt","52.1092717"," 5.1809676","Utrecht",4,11,2019-05-04,2
"507","ADF1712",59,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",2,15,2019-04-25,4
"508","ADF1682",24,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,7,2019-03-11,1
"509","ADF0396",51,"Lingewaard","51.9038908"," 5.9352210","Gelderland",10,14,2018-12-08,1
"510","ADF0058",40,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",5,11,2019-02-06,1
"511","ADF0613",34,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",6,14,2019-02-15,1
"512","ADF1854",53,"Haarlemmermeer","52.3003784"," 4.6743594","Noord-Holland",4,11,2019-03-26,3
"513","ADF1507",61,"Alphen aan den Rijn","52.1276577"," 4.6688508","Zuid-Holland",7,13,2019-05-03,1
"514","ADF0509",60,"Leiden","52.1601144"," 4.4970097","Zuid-Holland",9,14,2019-06-20,1
"515","ADF1508",46,"Zeist","52.0906015"," 5.2332526","Utrecht",4,15,2019-07-08,1
"516","ADF1895",40,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",3,11,2019-01-28,1
"517","ADF0464",45,"Vlaardingen","51.9120668"," 4.3494366","Zuid-Holland",9,9,2019-05-28,1
"518","ADF1592",73,"Nijmegen","51.8125626"," 5.8372264","Gelderland",6,8,2019-05-08,1
"519","ADF0516",55,"Echt-Susteren","51.0932240"," 5.9073645","Limburg",5,11,2019-03-28,1
"520","ADF1657",77,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,16,2019-06-02,1
