Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.Month,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,PaidAfterPaymentDate,PricePhone,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland,Previous.provider_Ben,Previous.provider_KPN,Previous.provider_T-Mobile,Previous.provider_TELE2,Previous.provider_Telfort,Previous.provider_Vodafone
62.3,70.092,0,9.8506,11,0,48,7,2,2,26.685076843248,1.0,268.737023374142,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4.23,1961.148,2,11379472.08,5,0,47,4,5,11,48.57755399987221,4.0,262.686305999951,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.9,4238.916,54,66691.7031,254,0,59,4,10,2,46.5467838544546,2.0,483.471415992638,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29.5,2743.5024,8,18400.9336,45,0,56,4,6,1,48.3334501603265,0.0,136.199258606459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
121.77,5719.44,24,565084.7032,560,1,70,11,3,1,21.6782082179363,4.0,87.93043202368472,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
31.37,419.98800000000006,10,28.8105,22,1,55,5,3,1,10.761945337897801,4.0,380.785923209277,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.57,2922.132,0,3837.4932,228,0,63,8,12,1,39.8024759852394,2.0,430.96554333368204,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49.77,2604.9432,36,1196437.882,54,0,73,8,6,1,24.8970591672856,2.0,593.732298954196,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
33.03,461.80800000000005,13,29.2568,70,1,84,6,5,1,45.893817303667,3.0,376.51883636073995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43.9,149.436,12,32.9023,1,1,74,4,5,1,-1.3877505876262302,3.0,137.78430916876002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
29.6,5271.9,9,115805.20800000001,237,0,36,4,1,1,46.528827684197395,0.0,387.988196170142,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47.87,588.1968,5,245.7012,21,1,18,5,2,2,30.332173526367,1.0,64.299139476926,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14.07,7021.02,27,106.0205,293,1,30,7,4,1,25.8931779298887,3.0,190.23361708749198,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.77,812.04,0,740.4785,19,0,63,7,2,1,35.9288494754122,0.0,417.885818130636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
10.73,7929.096,23,2603045.233,39,1,73,9,4,1,13.651164918396999,3.0,293.062092299342,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
23.97,6758.4144,21,1227795.178,331,1,65,8,5,1,9.31594462036852,2.0,168.869727476521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6.77,4344.06,15,3615.8906,138,1,53,8,2,1,25.2842562463482,2.0,403.602460739325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
89.33,4906.32,19,997772.8184,234,0,59,4,7,1,45.26273019576921,1.0,275.46481211356496,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12.07,5258.52,0,1059366.387,469,0,54,10,4,3,27.731278870847603,3.0,276.91623268943,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
124.87,421.596,32,194.0635,2,1,42,3,1,1,15.268315019347801,5.0,300.885430399941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
6.4,5075.9784,27,6248.2051,138,1,71,3,2,1,21.9969482529006,1.0,501.25025174583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101.03,3473.928,13,4529486.773,48,0,56,4,4,1,26.9178086108315,1.0,208.611058675428,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.6,356.6328,19,1131.0879,6,1,31,7,7,1,24.8512245291437,2.0,-19.3738029302557,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.0,6683.2104,4,0.1211,111,0,45,7,2,2,52.8760594310168,1.0,310.90364240293997,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
179.13,6051.48,0,525649.7168,682,0,28,8,12,3,15.1900893394332,3.0,196.03101379876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4.47,4875.0,74,663969.1299,554,0,56,4,5,1,51.7096773697315,2.0,363.15723404031405,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27.8,6546.96,0,353192.4229,680,0,85,5,3,1,38.6541728355675,2.0,421.00530399558403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
65.7,282.7224,28,231.5186,4,1,55,3,7,1,8.51578387224467,1.0,664.239244953715,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
41.9,9523.08,45,3094540.414,524,1,29,5,5,1,36.3305734500739,2.0,13.379951668896199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
60.73,6025.6776,21,144950.4023,241,1,28,7,7,1,23.152969221307803,2.0,278.030858884936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47.77,222.0144,15,2441.9629,2,1,39,7,4,1,19.1305527652822,7.0,41.1835574650215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14.23,2419.308,15,28.002,60,0,61,7,2,1,-25.0535620684602,3.0,66.79254976984421,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.5,424.48800000000006,18,17.1338,27,1,58,4,3,1,18.4325111398056,7.0,202.277492361533,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
44.2,21953.64,31,22332.0303,1059,0,25,6,5,1,77.700144756913,3.0,300.124917159176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18.93,2347.4328,0,52.0947,57,0,51,5,3,2,41.131735884827,1.0,225.547190206471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
73.83,257.46,19,704.0,2,1,18,5,4,1,33.6801326123895,3.0,208.74204720848098,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40.4,8968.8528,4,4970058.625,397,1,57,5,12,4,12.5646363960076,3.0,261.68795407638197,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34.43,4999.8264,36,1087124.287,50,1,21,6,6,1,28.8949014427806,5.0,248.02075257612202,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.57,301.68,3,9157.915,8,1,68,8,2,1,18.8511747464668,4.0,113.29722688284201,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
52.9,689.7624,18,68.9609,369,1,65,6,6,1,25.431900734930803,3.0,17.354416462534598,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
120.3,2005.86,0,801397.2559,15,0,50,6,2,1,31.871056475891198,1.0,436.88852641151703,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.9,3168.948,0,1294.5195,96,0,67,5,7,1,50.4338378623743,0.0,512.435214284009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
141.7,2132.82,17,80075.2998,273,0,21,7,5,2,25.398839644172515,3.0,313.800223172333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14.37,196.08,15,6.3379,1,1,58,5,12,1,19.8226073591628,1.0,263.201219195378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10.07,1321.644,20,230911.1406,17,1,45,6,4,1,6.88496661759959,4.0,117.62246077569901,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
161.53,3701.7,4,53964.1377,560,0,58,6,3,4,18.4592397812901,0.0,367.974430796705,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68.37,3139.6656,50,168358.9795,73,0,72,8,2,1,36.730661846120896,0.0,441.10541189929603,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4.1,754.8,16,11007903.08,8,1,67,7,4,2,24.409081186752502,5.0,527.365910427922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35.27,1666.5,4,173652.1992,15,0,58,7,4,1,17.712305945165202,3.0,589.768127847351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
94.43,8043.491999999999,44,221134.4307,155,1,19,5,3,1,7.97893986657296,3.0,249.30865972889802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
32.8,2771.448,13,1024847.318,123,0,52,7,5,1,20.6178364685988,3.0,435.414576414709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
46.63,361.75199999999995,26,56.3018,7,1,63,7,2,1,31.365941622464103,1.0,322.808468135256,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.67,3536.82,130,727.7734,239,0,28,6,5,4,22.7206570090078,1.0,323.677881752973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
54.97,778.1448,0,484796.5537,18,0,49,8,4,1,30.844269855128797,3.0,264.103464978207,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31.1,3418.728,23,23344.958,85,0,79,6,4,1,37.8151175044855,0.0,409.12410597136903,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76.63,178.572,14,108.9141,3,1,33,3,3,1,15.4216223667522,3.0,322.488570295471,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
74.57,6768.66,82,1235577.751,401,0,55,5,3,1,45.655449716374996,1.0,356.98170810187304,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
59.83,6149.076,112,493671.9863,149,0,56,3,1,2,16.826953083720902,1.0,317.516352157324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75.33,5485.68,5,874135.6006,512,0,25,5,1,1,15.603375842042999,0.0,126.220518221025,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
46.63,6438.108,29,7174325.615,153,0,69,4,8,1,32.3192576477521,1.0,375.182198094959,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
178.77,5536.308000000001,11,1838701.68,929,0,35,3,5,3,22.517581767059102,4.0,553.33731581694,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3.63,784.74,4,69972.8086,40,1,19,7,6,2,43.907671180443295,4.0,72.5131862702653,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
61.7,11013.48,138,683233.4356,200,1,56,5,3,1,19.8390195321353,1.0,-42.582708562914,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6.17,4476.588,106,7210.9980000000005,33,0,30,5,4,2,7.539483198818081,3.0,326.856220742286,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54.33,5870.988,17,633.0381,6,1,72,8,12,1,23.5560579376226,2.0,51.936796801105004,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.2,513.9,14,48.4814,17,1,48,6,4,1,1.50630773352508,2.0,42.421102764511105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
63.83,5644.044,0,248445.0889,122,0,30,7,12,1,31.814470317137605,1.0,21.0898311865765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.43,625.5144,9,11.0625,85,1,38,8,4,1,16.2652142797778,1.0,179.917576979771,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
47.37,3380.58,18,36468.0557,241,0,23,10,1,2,23.5176454656456,1.0,288.820959527152,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8.0,7302.672,30,37986.0157,615,1,36,8,4,2,2.65352704727133,2.0,319.474210766181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.67,4943.0496,0,2622796.203,62,0,34,4,6,1,37.0709762306891,1.0,437.15998126187696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.23,6110.148,7,390166.9218,420,0,1,7,1,2,33.1449162380287,1.0,399.35218196443805,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37.33,5395.08,243,150471.0674,110,1,24,3,4,4,3.4806539971084396,1.0,126.318666015827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
113.93,370.7304,24,893.3828,3,1,66,2,8,1,10.381641966447699,3.0,356.074124977176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.23,3566.5128,0,78694.167,262,0,55,8,3,2,39.3465860188869,2.0,406.51171844620103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
34.93,5459.88,14,54.04,786,0,65,10,12,6,93.0981857997769,0.0,479.32914430285,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5.23,6187.2648,58,3274262.34,139,1,39,6,4,4,23.9546774727186,2.0,168.88879842756398,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
138.57,4071.7488,5,11958959.19,44,0,21,2,3,1,29.602351342291797,1.0,272.87412103770697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28.53,6595.7784,3,117901.6543,288,0,41,6,4,1,47.708730306130704,2.0,494.137510934877,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6.8,559.56,17,15207.4532,6,1,19,8,3,1,30.8046901114034,3.0,168.464027767028,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4.53,2325.9408,15,101347.7236,25,0,19,2,5,1,22.7232115133145,1.0,362.457417537777,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3.7,286.86,26,453.0557,3,1,48,5,3,1,21.6559200869458,4.0,272.206016032115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
65.4,1106.4624,1,209621.2959,6,1,34,4,7,1,29.5445531129659,1.0,346.276913056407,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3.73,2510.5584,0,2779944.0,43,0,94,5,3,2,35.0877773998438,2.0,103.291540759965,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87.4,92.772,0,28.6494,12,0,69,5,3,4,33.9896677102561,0.0,58.3064442443131,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49.23,1244.7648,29,17646.5743,528,1,46,6,2,1,16.6363797952113,2.0,281.73144113511796,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
118.7,5770.9272,58,435237.2461,61,0,42,5,1,1,34.4931963552287,1.0,480.50794000150495,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.83,3601.08,3,1026631.681,221,0,33,7,4,3,31.131362263636397,4.0,298.46435509016897,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
30.53,750.1728,10,1.6064,49,1,77,6,12,1,8.54901912985443,3.0,35.3053623996033,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31.23,1032.6,32,182.8115,19,0,63,7,4,12,42.7845636077163,0.0,253.82357388647003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38.13,1746.18,18,26.0684,46,0,24,5,4,1,-17.660364331712803,3.0,583.533302548929,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27.77,5515.68,38,285931.5283,408,1,42,9,4,1,34.7086024246807,1.0,98.3317832659535,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9.13,7293.18,75,4970152.598,72,1,24,6,2,2,12.0607065399559,2.0,320.994775335898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52.33,2318.5848,12,49.6992,300,0,52,6,6,1,24.4280513351273,1.0,445.01817854340896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
11.6,1212.0384,98,5577.5479,25,1,72,5,5,1,24.7878114614742,2.0,439.31835470856004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.5,988.44,49,535548.8135,15,1,23,5,5,1,29.5142231210389,3.0,217.067560767095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.87,6199.8,28,267228.8955,136,1,33,5,8,1,38.1226578572336,1.0,181.64031686855702,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26.77,429.684,16,2583.5283,2,1,24,7,1,1,46.1137481291042,3.0,176.66867016579,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
158.07,9966.8952,58,4307.1953,216,1,43,6,12,1,57.100826551896894,3.0,232.79222661211898,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
62.23,6095.16,136,3707693.869,74,0,35,3,4,1,33.9721797486906,2.0,349.89967362609804,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4.6,6578.5344,665,2378915.897,30,0,55,4,4,2,25.9629458126551,2.0,503.96539922109,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
109.3,5505.54,0,1846070.15,1073,0,34,3,6,1,32.922618552291304,0.0,363.72133776695296,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65.8,2455.5648,1,79.1602,99,0,56,4,5,1,28.455480203917,2.0,251.18160603642002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
72.67,5299.02,0,24901.0264,712,0,28,3,3,2,40.803639355638204,1.0,467.05289083338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
15.17,5852.772,29,424396.3096,507,1,37,5,9,1,21.901678759407,2.0,54.8237850722884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
128.0,7322.88,0,30812.7959,1256,0,35,5,6,1,20.324180294491,2.0,188.65227432863603,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
58.07,1067.7336,33,4096.9658,24,1,79,5,7,1,34.0591753327943,3.0,191.036664327694,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51.93,6214.6224,9,1454622.967,716,0,47,9,1,10,19.581295804089198,2.0,380.594753186961,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
12.3,3942.36,21,1801790.789,153,0,30,4,1,1,40.7176117614987,1.0,316.61560131284597,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
41.6,7390.56,69,23.7227,95,1,21,7,6,1,14.753787551564901,2.0,373.40023721497596,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4.17,2114.82,81,22.4756,30,0,63,5,4,1,51.852960865629996,3.0,428.544426534623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
138.33,2842.8,4,8299015.549,132,0,74,5,4,2,47.9307465447445,0.0,313.497523094932,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6.67,924.66,27,8.5322,92,1,56,8,3,2,40.6005937041061,2.0,517.074804947559,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.3,146.8104,2,87.3818,1,1,33,3,3,1,16.3363540589259,1.0,219.591086904095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.13,244.86,0,9123.917,15,1,54,3,5,1,39.8380951107625,1.0,186.944042398196,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
162.47,6868.8,18,288638.6953,460,0,72,7,4,1,12.829516909206701,1.0,129.01896351710198,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
24.37,7132.7832,0,11099077.72,23,0,75,6,4,6,40.043694678691104,2.0,348.84650818905,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.47,4852.08,113,16732.7481,176,0,54,5,4,5,32.6224488286632,1.0,400.784808084385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
114.57,5578.9464,12,717.7168,477,0,45,8,4,2,34.0601708232337,0.0,306.252407216035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37.63,3795.9,0,900906.9424,11,0,23,5,6,1,42.3670820878814,1.0,383.41957526515404,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
51.1,612.612,2,0.1016,168,0,51,6,12,2,10.5765329730678,2.0,287.457275536,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
71.07,1996.8,5,7639898.5879999995,30,0,72,6,3,3,48.3534696693754,0.0,259.61205943312,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
62.57,7866.42,45,50528.8896,256,1,88,4,6,1,34.4462931757937,2.0,272.626658551896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3.13,349.68,0,11353.8008,11,0,90,5,3,4,55.877040875495794,0.0,250.155029903578,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
49.8,6905.5608,16,990555.9746,571,0,37,6,1,1,39.5071742727024,3.0,358.01822248550303,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11.57,1813.6488,13,156889.3486,23,0,40,4,5,7,52.26611085658399,3.0,285.32325770299,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
98.1,338.64,15,360.6484,1,1,59,9,4,1,20.1584865136173,1.0,234.089980079064,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3.47,7851.24,305,776938.2256,132,1,23,4,3,2,-10.4974797428522,1.0,178.048569984821,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
66.97,6501.6216,6,1874757.0890000002,146,1,60,8,7,4,8.66801405438191,3.0,199.40097343387,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
154.33,5683.871999999999,79,876375.288,41,0,31,4,3,2,23.193730663165102,2.0,309.42080848732496,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56.87,948.096,48,98.5938,22,1,33,10,6,1,68.15610036380261,2.0,-119.32676780172301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
76.4,233.832,19,422.5977,4,1,42,7,4,1,5.845728289315179,6.0,412.10946986948403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40.23,123.336,5,71.0518,2,1,32,7,5,1,20.7957093916621,2.0,149.858267506057,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
76.8,21666.96,49,10300976.04,1152,0,29,6,1,6,30.737842905392604,0.0,172.75222641601601,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
65.8,6285.3,8,4177100.395,16,0,63,7,5,2,36.8423004209126,2.0,372.398711945155,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3.57,629.46,30,669.2129,27,1,50,9,4,1,33.5336156914308,4.0,411.481579179871,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
76.67,7218.972,23,3194449.683,725,0,19,7,2,3,12.2793688034468,2.0,628.054055211038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
128.33,1350.5496,34,202.6494,51,1,76,6,2,1,41.097541415392,2.0,202.439184232509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36.73,6295.1424,29,905747.2099,781,0,27,5,6,2,14.4348655858784,1.0,492.275868538395,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3.87,135.48,7,7.0996,1,1,49,9,3,2,26.8187482790943,3.0,-25.683091201063,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18.83,5333.2464,19,179826.9209,478,1,22,8,3,1,6.88917019182605,1.0,124.22064685654199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
74.83,16570.8,27,1276707.515,76,1,50,8,4,1,9.76972302908401,2.0,358.254910522629,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
46.37,204.204,4,1579.3291,7,1,41,6,7,1,26.8559449502821,1.0,395.19995216844706,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181.7,1048.62,29,72.1592,23,0,40,6,2,2,24.700151275412196,0.0,433.177357260848,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19.9,4583.52,89,314353.6328,82,0,86,6,5,1,33.4544863476266,0.0,544.831508825569,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15.33,336.36,33,337.5703,4,1,36,6,4,1,31.455751243208,2.0,401.637095821734,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5.03,7149.24,23,48385.6914,662,0,30,5,5,2,24.2340953796167,1.0,395.10533066572503,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
19.8,31326.9,20,694552.8369,424,1,22,9,4,1,33.5604305954047,2.0,289.95932244132,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120.37,6493.5,56,1242062.572,97,1,58,6,1,2,19.709077977102602,2.0,316.333627185314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.9,7203.432,0,4512623.857,42,0,77,9,4,1,32.3034778609736,1.0,333.407465905231,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
76.57,993.18,8,157266.4355,11,1,36,3,4,2,6.7465312918504,5.0,113.975297575088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126.97,5400.18,6,435275.586,93,0,33,6,2,1,3.80886687014223,1.0,553.5744454112751,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
138.53,4800.9,20,266728.0674,415,1,21,5,2,1,17.0751086782935,2.0,160.60432110320298,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
71.47,1159.3319999999999,18,3.3867,14,1,79,7,3,1,29.691717626579102,1.0,337.374755758929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32.9,23085.0,156,370332.6133,544,1,43,4,6,1,6.04066943789202,2.0,291.823860254613,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3.83,5764.116,0,1349121.636,689,0,49,6,3,6,18.8032776623018,1.0,310.045783021834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
52.5,7990.3632,5,4582887.011,58,1,36,7,3,1,8.35276248547928,1.0,132.463458063896,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4.07,1091.208,2,240273.6006,19,1,49,4,4,2,33.9205256060371,5.0,255.49116319363,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.8,6429.491999999999,10,5393514.878,19,0,34,7,3,1,55.4449302666778,4.0,574.27480445676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
110.63,616.188,24,245.5137,5,1,86,5,1,1,14.7691542239781,1.0,156.18362384460698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61.2,246.48,12,72.835,12,1,78,8,1,1,52.7473667001062,2.0,235.98807505142997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20.33,4408.188,49,937.6318,581,0,67,3,5,2,28.705678615278302,2.0,458.304511484278,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
154.63,6197.16,10,133045.291,159,1,24,6,8,3,14.335786955576,3.0,114.71970990845101,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
30.7,2869.92,4,2695601.849,11,0,55,7,3,1,53.09473201721539,1.0,193.867030027622,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
120.7,7411.74,45,857.1758,561,0,64,8,5,2,32.2262235565125,1.0,605.399041459341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
75.37,435.69599999999997,14,58.3242,8,1,40,4,12,1,29.2250580474258,4.0,409.221864874022,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
